,index,Country,Region,Rating,Nratings,Label,Winery,Price,Wine_Variety
1428,1428,Australia,Nagambie Lakes,3.7,428,Shiraz 2004,Mitchelton,"44,494",['Shiraz/Syrah']
1429,1429,France,Bordeaux,3.7,416,Domaine Virginie Thunevin Bordeaux Rouge 2011,Thunevin,"31,781","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1430,1430,France,Côtes-du-Rhône,3.7,408,Côtes Du Rhône Roulepierre Rouge 2018,Pierre Amadieu,"33,476",['Shiraz/Syrah']
1431,1431,Italy,Toscana,3.7,398,Toscano Birbone 2006,Fattoria dei Barbi,"71,190","['Merlot', 'Sangiovese']"
1432,1432,France,Listrac-Médoc,3.7,395,Listrac-Médoc 2005,Château Fourcas Hosten,"92,860","['Cabernet Sauvignon', 'Merlot', 'Petit Verdot']"
1433,1433,France,Bandol,3.7,354,Bandol 2009,Tardieu-Laurent,"50,427",['Mourvedre']
1434,1434,France,Bourgogne,3.7,333,Pinot Noir Bourgogne Secret de Famille 2013,Albert Bichot,"44,494",['Pinot Noir']
1435,1435,Australia,McLaren Vale,3.7,330,Show Reserve Shiraz 2004,Rosemount,"57,207",['Shiraz/Syrah']
1436,1436,France,Montagne-Saint-Émilion,3.7,310,Montagne-Saint-Émilion 1925,Château Vieux Montagne,"444,495",['Merlot']
1437,1437,United States,California,3.7,302,EXP Syrah 2003,R. H. Phillips,"38,138",['Shiraz/Syrah']
1438,1438,Australia,Margaret River,3.7,288,Filius Cabernet Sauvignon 2014,Vasse Felix,"48,732",['Cabernet Sauvignon']
1439,1439,France,Bordeaux Supérieur,3.7,274,Plantier de La Reine Bordeaux Superieur 2004,Château de Brague,"33,053","['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']"
1440,1440,Chile,Maipo Valley,3.7,260,Gran Reserva Syrah 2019,Tarapacá,"41,952",['Shiraz/Syrah']
1441,1441,France,Francs - Côtes de Bordeaux,3.7,259,Closerie des Bories Francs - Côtes de Bordeaux 2012,Château Puygueraud,"31,781",['Merlot']
1442,1442,Italy,Valtellina Superiore,3.7,259,Marena Sassella 2015,Mamete Prevostini,"74,157",['Nebbiolo']
1443,1443,France,Rasteau,3.7,253,L'Andeol Rasteau 2011,Famille Perrin,"48,732",['Grenache']
1444,1444,Argentina,San Juan,3.7,253,Grand Reserve Cabernet Sauvignon 2007,Graffigna,"24,578",['Cabernet Sauvignon']
1445,1445,France,Beaujolais-Villages,3.7,247,Beaujolais-Villages Primeur 2016,Louis Jadot,"46,613",['Gamay']
1446,1446,Italy,Sicilia,3.7,244,Bell'Assai 2016,Donnafugata,"59,325",['Frappato']
1447,1447,Chile,Maipo Valley,3.7,239,Alba de Domus 2008,Quebrada de Macul,"44,494",['Cabernet Sauvignon']
1448,1448,Chile,Colchagua Valley,3.7,234,CA1 Andes Carmenère 2011,TerraNoble,"105,938",['Carménère']
1449,1449,Hungary,Eger,3.7,229,Egri Bikáver Classicus 2012,Thummerer,"41,528","['Cabernet Franc', 'Merlot', 'Blaufränkisch', 'Zweigelt', 'Kékfrankos', 'Kadarka']"
1450,1450,France,Graves,3.7,220,Graves Rouge 2012,Château Crabitey,"118,651","['Cabernet Sauvignon', 'Merlot']"
1451,1451,Moldova,Stefan Voda,3.7,213,1827 Pinot Noir de Purcari 2012,Chateau Purcari,"34,748",['Pinot Noir']
1452,1452,France,Haut-Médoc,3.7,210,Plenitude Haut-Médoc 2010,Château Tour Bel Air,"36,019","['Cabernet Sauvignon', 'Merlot']"
1453,1453,Spain,Rioja,3.7,199,Vendimia Seleccionada 2007,Gorrebusto Torre San Millán,"78,394",['Tempranillo']
1454,1454,Argentina,Mendoza,3.7,199,Reserve Malbec 2012,Gauchezco,"41,528",['Malbec']
1455,1455,Italy,Barbera d'Alba,3.7,186,Barbera d'Alba 2005,Mirafiore,"35,595",['Barbera']
1456,1456,Argentina,Uco Valley,3.7,178,Q Malbec 2007,Zuccardi,"50,850",['Malbec']
1457,1457,New Zealand,Central Otago,3.7,159,Gamay 2022,Mount Edward,"37,948",['Gamay']
1458,1458,Chile,Colchagua Valley,3.7,158,La Joya Reserve Malbec 2005,Bisquertt Family Vineyards,"27,544",['Malbec']
1459,1459,Chile,Colchagua Valley,3.7,157,Montes Alpha Merlot 2007,Montes,"41,528",['Merlot']
1460,1460,Chile,Casablanca Valley,3.7,148,El Bosque Winemaker's Choice Syrah 2005,Casablanca,"36,019",['Shiraz/Syrah']
1461,1461,New Zealand,Central Otago,3.7,146,Pinot Rouge 2023,Akarua,"21,078",['Pinot Noir']
1462,1462,New Zealand,Hawke's Bay,3.7,144,Pioneer Block 17 Plateau Merlot 2020,Saint Clair Family Estate,"32,043",['Merlot']
1463,1463,New Zealand,Hawke's Bay,3.7,144,Pioneer Block 17 Plateau Merlot 2021,Saint Clair Family Estate,"24,452",['Merlot']
1464,1464,Australia,Langhorne Creek,3.7,136,Cabernet Sauvignon 2005,Anvers,"93,226",['Cabernet Sauvignon']
1465,1465,Italy,Dolcetto di Diano d'Alba,3.7,134,Dolcetto di Diano d’Alba La Lepre  2010,Fontanafredda,"50,850",['Dolcetto']
1466,1466,Argentina,Uco Valley,3.7,125,Serie A Malbec 2008,Zuccardi,"36,019",['Malbec']
1467,1467,France,Côtes-du-Rhône,3.7,117,Côtes du Rhône 2010,Domaine de la Fertine,"23,306","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1468,1468,New Zealand,Hawke's Bay,3.7,115,The Pilot Merlot - Cabernet 2019,Alpha Domus,"22,343","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1469,1469,Australia,Coonawarra,3.7,110,Gold Label Coonawarra Cabernet Sauvignon 2015,Wolf Blass,"67,800",['Cabernet Sauvignon']
1470,1470,France,Côtes-du-Rhône,3.7,110,Parallèle 45 Côtes du Rhône Rouge Bio 1945,Paul Jaboulet Aîné,"27,544","['Shiraz/Syrah', 'Grenache', 'Mourvedre']"
1471,1471,Italy,Chianti Classico,3.7,107,Riserva Ducale Chianti Classico 2002,Ruffino,"40,257",['Sangiovese']
1472,1472,Spain,Utiel-Requena,3.7,105,Finca Alvarez 2011,Alvarez Nölting,"93,226",['Bobal']
1473,1473,Hungary,Szekszárd,3.7,101,Reserve Kékfrankos 2012,Takler,"92,378",['Kékfrankos']
1474,1474,Spain,Rioja,3.7,100,Reserva Selección Especial 2003,Paulus,"57,207",['Tempranillo']
1475,1475,Spain,Pla de Bages,3.7,97,Bernat Oller 2008,Oller del Mas,"80,058","['Shiraz/Syrah', 'Merlot']"
1476,1476,United States,Wahluke Slope,3.7,97,Reserve Merlot 2002,Hogue,"63,876",['Merlot']
1477,1477,Chile,Casablanca Valley,3.7,96,Gran Reserva Pinot Noir 2006,Duette,"58,553",['Pinot Noir']
1478,1478,New Zealand,Matakana,3.7,89,Volare 2021,Heron's Flight,"27,115","['Sangiovese', 'Dolcetto']"
1479,1479,France,Lussac-Saint-Émilion,3.7,83,Lussac-Saint-Émilion 2012,Château Les Combes,"61,747","['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']"
1480,1480,South Africa,Stellenbosch,3.7,83,Cabernet Sauvignon Golden Triangle 2003,Stellenzicht,"37,474",['Cabernet Sauvignon']
1481,1481,Chile,Casablanca Valley,3.7,78,Premium Pinot Noir 2008,Duette,"53,230",['Pinot Noir']
1482,1482,France,Côtes du Roussillon Villages,3.7,77,Chimères 2009,Château Saint-Roch,"34,067",['Grenache']
1483,1483,United States,California,3.7,73,Cabernet Sauvignon 2004,Vint by Robert Mondavi Private Selection,"37,900",['Cabernet Sauvignon']
1484,1484,New Zealand,North Island,3.7,70,Syrah 2020,Leveret Estate,"18,639",['Shiraz/Syrah']
1485,1485,Chile,Maipo Valley,3.7,69,Antiguas Reservas Cabernet Sauvignon 2003,Cousiño-Macul,"31,938",['Cabernet Sauvignon']
1486,1486,Spain,Rioja,3.7,65,Acodo Tinto 2010,Basilio Izquierdo,"119,235","['Tempranillo', 'Garnacha Tinta']"
1487,1487,Chile,Central Valley,3.7,62,Reserva Carménere 2016,Soleca,"24,699",['Carménère']
1488,1488,France,Juliénas,3.7,62,Juliénas 2017,L . Tramier & Fils,"42,584",['Gamay']
1489,1489,Spain,Rioja,3.7,60,Organic Viticulture 2013,Santalba,"63,450",['Tempranillo']
1490,1490,Canada,Wine of Canada,3.7,59,Cottage Series Merlot 2012,Pelee Island Winery,"36,196",['Merlot']
1491,1491,New Zealand,Marlborough,3.7,59,Pinot Noir 2010,Framingham,"53,230",['Pinot Noir']
1492,1492,New Zealand,Matakana,3.7,58,Dolcetto 2021,Heron's Flight,"29,658",['Dolcetto']
1493,1493,France,Pays d'Oc,3.7,57,Merlot 2018,La Forge Estate,"29,298",['Merlot']
1494,1494,United States,Livermore Valley,3.7,54,Shorthorn Canyon Syrah 2004,Wente Vineyards,"28,957",['Shiraz/Syrah']
1495,1495,United States,Sonoma County,3.7,53,Vintner's Reserve Cabernet Sauvignon 2006,Kendall-Jackson,"44,713",['Cabernet Sauvignon']
1496,1496,United States,Central Coast,3.7,52,Southern Hills Cabernet Sauvignon 2005,Wente Vineyards,"28,957",['Cabernet Sauvignon']
1497,1497,Australia,Margaret River,3.7,51,Smooth Operator Cabernet - Merlot 2018,Evans & Tate,"29,809","['Cabernet Sauvignon', 'Merlot']"
1498,1498,France,Castillon - Côtes de Bordeaux,3.7,48,Castillon - Côtes de Bordeaux 2012,Château Alcée,"61,747","['Cabernet Franc', 'Merlot']"
1499,1499,Chile,Central Valley,3.7,47,Reserva Carmenère 2021,Echeverría,"27,680",['Carménère']
1500,1500,France,Languedoc,3.7,46,Couveys Pinot Noir 2015,Les Producteurs Réunis,"36,196",['Pinot Noir']
1501,1501,France,Cornas,3.7,45,Cornas 2016,Gilles Robin,"88,091",['Shiraz/Syrah']
1502,1502,Australia,South Eastern Australia,3.7,45,Thomas Mitchell Shiraz 2004,Mitchelton,"28,957",['Shiraz/Syrah']
1503,1503,Australia,South Eastern Australia,3.7,45,Thomas Mitchell Shiraz 2005,Mitchelton,"29,809",['Shiraz/Syrah']
1504,1504,United States,Napa Valley,3.7,44,Napa Valley Merlot 2005,Beringer,"56,637",['Merlot']
1505,1505,Australia,Barossa,3.7,43,HH300 Barrel Project Shiraz 2013,Peter Lehmann,"38,326",['Shiraz/Syrah']
1506,1506,Argentina,Uco Valley,3.7,42,Reserve Malbec (Barrel Selection) 2003,Salentein,"30,660",['Malbec']
1507,1507,New Zealand,Gimblett Gravels,3.7,40,Malbec 2018,Decibel,"47,458",['Malbec']
1508,1508,Australia,McLaren Vale,3.7,40,Traditional District Release 2000,Rosemount,"46,842","['Merlot', 'Cabernet Sauvignon', 'Petit Verdot']"
1509,1509,South Africa,Darling,3.7,38,The Very Sexy Shiraz 2008,Cloof,"55,317",['Shiraz/Syrah']
1510,1510,Austria,Burgenland,3.7,37,Chevalier Blaufränkisch 2009,IBY,"59,617",['Blaufränkisch']
1511,1511,Chile,Maipo Valley,3.7,35,Syrah Limited Edition 2006,Perez Cruz,"37,900",['Shiraz/Syrah']
1512,1512,Chile,Limarí Valley,3.7,34,Talinay Pinot Noir 2014,Tabali,"63,024",['Pinot Noir']
1513,1513,Spain,Navarra,3.7,33,Reserva 2005,Bodegas Alconde,"44,713","['Cabernet Sauvignon', 'Merlot', 'Tempranillo']"
1514,1514,Argentina,Lujan de Cuyo,3.7,33,Late Harvest Series Merlot 2014,Bodega Norton,"22,144",['Merlot']
1515,1515,United States,California,3.7,32,Diamond Collection Claret 2004,Francis Ford Coppola Winery,"48,972",['Cabernet Sauvignon']
1516,1516,France,Haut-Médoc,3.7,32,Haut-Médoc 2008,Château Meyre,"36,196","['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc']"
1517,1517,Spain,Toro,3.7,31,Tinto 2009,Los Colmillos,"127,752","[‘Touring Nacional’, ‘Aragonez’, ‘Trincadeira’, ‘Shiraz/Syrah’]"
1518,1518,Italy,Barbera d'Asti,3.7,31,Barbera d'Asti 2008,Cortesio,"36,196",['Barbera']
1519,1519,Italy,Langhe,3.7,31,Sassisto Langhe 2007,Bera,"53,230","['Nebbiolo', 'Barbera']"
1520,1520,France,Bordeaux,3.7,29,Bordeaux Rouge 1961,Château Bertranon,"323,504","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1521,1521,Australia,McLaren Vale,3.7,28,Sangiovese 2010,Chalk Hill,"63,024",['Sangiovese']
1522,1522,Australia,Margaret River,3.7,27,Cabernet - Merlot 2012,Cape Mentelle,"50,462","['Cabernet Sauvignon', 'Merlot']"
1523,1523,France,Saint-Émilion Grand Cru,3.7,27,Saint-Émilion Grand Cru (Grand Cru Classé) 1985,Château Laroze,"110,741","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1524,1524,Australia,Coonawarra,3.7,26,Terra Rossa Cabernet Sauvignon 2003,Parker Coonawarra Estate,"51,101",['Cabernet Sauvignon']
1525,1525,Argentina,Tunuyán,3.6,56091,Portillo Malbec 2002,Salentein,"19,069",['Malbec']
1526,1526,Argentina,Tunuyán,3.6,56091,Portillo Malbec 2004,Salentein,"14,831",['Malbec']
1527,1527,Chile,Cachapoal Valley,3.6,15611,Reserva Carmenère (Cachapoal Estate) 2002,Santa Carolina,"27,544",['Carménère']
1528,1528,Argentina,Mendoza,3.6,14758,Malbec Reserva 2005,Kaiken,"25,425",['Malbec']
1529,1529,Chile,Maipo Valley,3.6,10270,Gran Reserva Cabernet Sauvignon 2005,Indomita,"63,563",['Cabernet Sauvignon']
1530,1530,United States,California,3.6,9769,Founders' Estate Merlot 2004,Beringer,"41,740",['Merlot']
1531,1531,France,Vin de France,3.6,5841,Little James' Basket Press Rouge N.V.,Château de Saint Cosme,"35,171","['Grenache', 'Gamay']"
1532,1532,Argentina,Mendoza,3.6,5127,Trumpeter Malbec 2015,Rutini,"28,815",['Malbec']
1533,1533,Argentina,Mendoza,3.6,5077,Cabernet Sauvignon Reserva 2005,Kaiken,"25,425",['Cabernet Sauvignon']
1534,1534,Argentina,Mendoza,3.6,4540,Malbec 2005,Ruca Malen,"40,257",['Malbec']
1535,1535,Spain,Rioja,3.6,4047,Selección 2005,Sierra Cantabria,"235,240",['Tempranillo']
1536,1536,Spain,Utiel-Requena,3.6,4043,Superior 2019,Toro Loco®,"17,798","['Tempranillo', 'Bobal']"
1537,1537,United States,California,3.6,4034,Cabernet Sauvignon 2003,Toasted Head,"25,425",['Cabernet Sauvignon']
1538,1538,South Africa,Paarl,3.6,3365,Manor House Cabernet Sauvignon 2004,Nederburg,"36,824",['Cabernet Sauvignon']
1539,1539,France,Bordeaux,3.6,2907,Monopole Bordeaux 2009,Kressmann,"27,544","['Cabernet Sauvignon', 'Merlot']"
1540,1540,Spain,Rioja,3.6,2750,Crianza Rioja 2012,Lan,"33,900",['Tempranillo']
1541,1541,United States,Central Coast,3.6,2550,Cabernet Sauvignon 2005,Cycles Gladiator,"25,425",['Cabernet Sauvignon']
1542,1542,Spain,Ribera del Duero,3.6,2320,Roble 2011,Protos,"33,900",['Tinto Fino']
1543,1543,Italy,delle Venezie,3.6,2114,Le Pruneé Merlot 2005,Tommasi,"37,714",['Merlot']
1544,1544,Australia,South Eastern Australia,3.6,2052,Bin 50 Shiraz 2016,Lindeman's,"24,578",['Shiraz/Syrah']
1545,1545,Italy,Chianti,3.6,2051,Chianti Castaldo 2003,Carpineto,"27,544",['Sangiovese']
1546,1546,South Africa,Western Cape,3.6,2043,56 Hundred Pinotage 2015,Nederburg,"16,060",['Pinotage']
1547,1547,France,Médoc,3.6,1875,Les Chevaux de Patache d'Aux 2004,Château Patache d'Aux,"40,257","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
1548,1548,Italy,Südtirol - Alto Adige,3.6,1872,Blauburgunder (Pinot Nero) 2018,St. Michael-Eppan,"44,494",['Pinot Nero']
1549,1549,Australia,Barossa,3.6,1704,Portrait Shiraz 2013,Peter Lehmann,"31,781",['Shiraz/Syrah']
1550,1550,Spain,Somontano,3.6,1603,La Miranda de Secastilla Somontano 2005,Viñas del Vero,"38,138","['Garnacha', 'Parraleta', 'Shiraz/Syrah']"
1551,1551,France,Bordeaux,3.6,1565,Bordeaux Rouge 2005,Château Haut Peyruguet,"25,425","['Cabernet Sauvignon', 'Merlot']"
1552,1552,Chile,Colchagua Valley,3.6,1438,La Joya Reserve Carmenère 2002,Bisquertt Family Vineyards,"38,138",['Carménère']
1553,1553,New Zealand,Hawke's Bay,3.6,1383,Estate Vineyards Merlot - Cabernets 2005,Te Mata,"46,613","['Cabernet Sauvignon', 'Merlot']"
1554,1554,Spain,Jumilla,3.6,1378,Altico (A) 2008,Carchelo,"30,510",['Shiraz/Syrah']
1555,1555,Argentina,Lujan de Cuyo,3.6,1348,Cabernet Sauvignon 1999,Ruca Malen,"40,257",['Cabernet Sauvignon']
1556,1556,Austria,Mittelburgenland,3.6,1303,Horitschoner Blaufränkisch 2019,Weninger,"29,567",['Blaufränkisch']
1557,1557,Chile,Central Valley,3.6,1285,Cabernet Sauvignon - Merlot West Bay 2017,Isla Negra,"12,289","['Cabernet Sauvignon', 'Merlot']"
1558,1558,South Africa,Paarl,3.6,1208,Cabernet Sauvignon 2002,Nederburg,"23,306",['Cabernet Sauvignon']
1559,1559,Chile,Maule Valley,3.6,1187,Reserva Privada Syrah 2009,Aromo,"31,781",['Shiraz/Syrah']
1560,1560,Chile,Maule Valley,3.6,1128,Cabernet Sauvignon Reserva 2006,Hugo Casanova,"27,544",['Cabernet Sauvignon']
1561,1561,United States,California,3.6,1058,Cabernet Sauvignon 2003,Hawk Crest by SLWC,"37,926",['Cabernet Sauvignon']
1562,1562,Australia,Coonawarra,3.6,1055,Cabernet Sauvignon 2006,Punters Corner,"63,563",['Cabernet Sauvignon']
1563,1563,Italy,Chianti,3.6,991,Chianti 2018,Castello di Querceto,"27,544",['Sangiovese']
1564,1564,Italy,Friuli Grave,3.6,989,Pinot Nero 2019,Borgo Magredo,"36,019",['Tocai Friulano']
1565,1565,France,Morgon,3.6,953,Morgon 2008,Henry Fessy,"50,850",['Gamay']
1566,1566,Argentina,Mendoza,3.6,875,Punto Final Cabernet Sauvignon 2013,Renacer,"42,375",['Cabernet Sauvignon']
1567,1567,United States,California,3.6,828,Classic Cabernet Sauvignon 2005,Beringer,"27,756",['Cabernet Sauvignon']
1568,1568,France,Beaujolais-Villages,3.6,783,Domaine de la Madone Beaujolais Villages Nouveau 2013,Jean-Marc Despres,"41,528",['Gamay']
1569,1569,France,Bordeaux Supérieur,3.6,767,Bordeaux Supérieur 1955,Domaine des Justices,"334,296","['Cabernet Sauvignon', 'Merlot']"
1570,1570,France,Bordeaux Supérieur,3.6,767,Bordeaux Supérieur 1950,Domaine des Justices,"420,960","['Cabernet Sauvignon', 'Merlot']"
1571,1571,France,Bordeaux Supérieur,3.6,767,Bordeaux Supérieur 1959,Domaine des Justices,"364,011","['Cabernet Sauvignon', 'Merlot']"
1572,1572,Argentina,San Juan,3.6,764,Reserve Malbec 2006,Graffigna,"24,578",['Malbec']
1573,1573,Spain,Navarra,3.6,749,Viña Sardasol Crianza 2006,Bodegas Alconde,"33,900",['Tempranillo']
1574,1574,Chile,Central Valley,3.6,714,Leon de Tarapacá Carmenère 2018,Tarapacá,"21,188",['Carménère']
1575,1575,Chile,Cachapoal Valley,3.6,657,Birdman Series Cabernet Sauvignon 2015,Anakena,"20,866",['Cabernet Sauvignon']
1576,1576,South Africa,Stellenbosch,3.6,551,Rouge 2013,Alto Estate,"25,550","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Shiraz/Syrah']"
1577,1577,Chile,Colchagua Valley,3.6,550,Cabernet Sauvignon - Carmenère 2015,Casa Silva,"24,273","['Cabernet Sauvignon', 'Carménère']"
1578,1578,Chile,Limarí Valley,3.6,544,Reserva Syrah 2014,Tabali,"71,541",['Shiraz/Syrah']
1579,1579,Chile,Central Valley,3.6,542,Cabernet Sauvignon Premium 2006,El Emperador,"31,938",['Cabernet Sauvignon']
1580,1580,Chile,Colchagua Valley,3.6,527,Colección Cabernet Sauvignon 2015,Casa Silva,"26,828",['Cabernet Sauvignon']
1581,1581,France,Bordeaux Supérieur,3.6,519,Bordeaux Supérieur 2020,Domaine La Croix de Roche,"13,363","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']"
1582,1582,United States,California,3.6,509,Red 2010,Caricature,"40,455","['Teroldego', 'Petit Verdot', 'Cabernet Sauvignon', 'Malbec', 'Zinfandel']"
1583,1583,Hungary,Szekszárd,3.6,483,Bikavér 2011,Sebestyén,"122,642","['Kékfrankos', 'Kadarka', 'Cabernet Franc', 'Merlot']"
1584,1584,Italy,Puglia,3.6,436,NACA Bio 2022,San Marzano,"9,705",['Primitivo']
1585,1585,Argentina,Lujan de Cuyo,3.6,429,Taymente Malbec 2017,Huarpe,"36,196",['Malbec']
1586,1586,Chile,Leyda Valley,3.6,407,Secreto Pinot Noir 2013,Viu Manent,"40,455",['Pinot Noir']
1587,1587,France,Pauillac,3.6,366,La Tourelle de Croizet-Bages Pauillac 1999,Château Croizet-Bages,"70,263","['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']"
1588,1588,Switzerland,Mont-sur-Rolle,3.6,352,Grand Cru 2004,Château de Châtagneréaz,"42,158","['Gamay', 'Garanoir', 'Gamaret']"
1589,1589,France,Bourgogne,3.6,349,L'Être Magique Bourgogne Rouge 2016,Maison de Grand Esprit,"59,617","['Pinot Noir', 'Gamay']"
1590,1590,Chile,Bio-Bio Valley,3.6,339,Winemaker's Selection Pinot Noir 2010,Aromo,"42,584",['Pinot Noir']
1591,1591,New Zealand,Waiheke Island,3.6,332,Syrah 2020,Cable Bay,"45,763",['Shiraz/Syrah']
1592,1592,Spain,Valencia,3.6,323,Roble Monastrell - Syrah 2017,Laudum,"29,766","['Shiraz/Syrah', 'Monastrell']"
1593,1593,United States,California,3.6,313,Cabernet Sauvignon 2009,Fallbrook,"26,402",['Cabernet Sauvignon']
1594,1594,France,Médoc,3.6,298,Médoc 2009,Château La Gorce,"34,067",['Merlot']
1595,1595,France,Brouilly,3.6,292,Domaine Rolland Brouilly 2004,Pierre Ferraud & Fils,"29,383",['Gamay Noir']
1596,1596,Italy,Nebbiolo d'Alba,3.6,290,Nebbiolo d'Alba Bricco S.Giacomo 2005,Ascheri,"74,522",['Nebbiolo']
1597,1597,Chile,Central Valley,3.6,276,Malbec - Petit Verdot Altos 2004,Terra Andina,"63,876","['Malbec', 'Petit Verdot']"
1598,1598,Italy,Salento,3.6,269,Primitivo del Salento 2015,Cantine di Marco,"27,680",['Primitivo']
1599,1599,Argentina,Mendoza,3.6,264,Punto Final Cabernet Sauvignon 2011,Renacer,"42,584","['Cabernet Sauvignon', 'Cabernet Franc']"
1600,1600,Italy,Chianti,3.6,251,Chianti 2015,Folonari,"23,421",['Sangiovese']
1601,1601,Spain,Costers del Segre,3.6,240,Colors Tinto 2015,Cérvoles,"44,713",['Tempranillo']
1602,1602,United States,Willamette Valley,3.6,223,Reserve Pinot Noir 2009,Cooper Mountain,"72,350",['Pinot Noir']
1603,1603,Chile,Limarí Valley,3.6,221,Reserva Merlot 2014,Tabali,"31,938",['Merlot']
1604,1604,Italy,Chianti Classico,3.6,218,Chianti Classico 2011,Il Molino di Grace,"42,158",['Sangiovese']
1605,1605,Spain,Bierzo,3.6,204,Mencía 2014,Armas de Guerra,"23,421",['Mencia']
1606,1606,Spain,Toro,3.6,203,Gago G 2012,Telmo Rodriguez,"63,876",['Tempranillo']
1607,1607,Italy,Sicilia,3.6,197,Ghiaia Nera Nerello Mascalese 2010,Tenuta Tascante,"59,617",['Nerello Mascalese']
1608,1608,Spain,Bierzo,3.6,196,Mencía Crianza 2014,Armas de Guerra,"31,938",['Mencia']
1609,1609,Italy,Friuli,3.6,195,Merlot 2005,Dorigo,"55,359",['Merlot']
1610,1610,Australia,Barossa,3.6,191,Merlot 2004,Peter Lehmann,"36,196",['Merlot']
1611,1611,Chile,Colchagua Valley,3.6,191,Carmenère 2016,Casa Mayor,"20,440",['Carménère']
1612,1612,France,Crozes-Hermitage,3.6,176,Crozes-Hermitage 1990,Anne-Sophie Pic et Michel Chapoutier,"298,615",['Shiraz/Syrah']
1613,1613,Australia,Margaret River,3.6,176,Regional Selections Cabernet - Merlot 2010,Handpicked,"53,911","['Merlot', 'Cabernet Sauvignon']"
1614,1614,Chile,Maule Valley,3.6,172,Syrah Reserva 2013,Casas Patronales,"30,660",['Shiraz/Syrah']
1615,1615,Chile,Colchagua Valley,3.6,171,Reserva Carmenère 2014,Casa Silva,"36,196",['Carménère']
1616,1616,Italy,Chianti Classico,3.6,165,Chianti Classico 2014,Rocca di Castagnoli,"56,211",['Sangiovese']
1617,1617,Chile,Maipo Valley,3.6,153,El Bosque Cabernet Sauvignon 2003,Casablanca,"36,196",['Cabernet Sauvignon']
1618,1618,France,Coteaux Bourguignons,3.6,134,Coteaux Bourguignons 2015,L . Tramier & Fils,"29,809",['Gamay']
1619,1619,France,Juliénas,3.6,130,Juliénas 2011,Château des Capitans,"36,196",['Gamay']
1620,1620,Spain,Navarra,3.6,120,Ars Nova 2008,Bodega Tandem,"50,249","['Cabernet Sauvignon', 'Merlot', 'Tempranillo']"
1621,1621,Italy,Terre Siciliane,3.6,113,Nero d'Avola 2008,Principi di Butera,"34,067","[""Nero d'Avola""]"
1622,1622,France,Pauillac,3.6,112,Pauillac (Grand Cru Classé) 1981,Château Pontet-Canet,"186,634","['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot']"
1623,1623,Chile,Casablanca Valley,3.6,111,Winemaker's Special Reserve Red 2010,William Cole,"46,842","['Cabernet Sauvignon', 'Merlot', 'Carménère']"
1624,1624,Spain,Navarra,3.6,111,Ars In Vitro 2011,Bodega Tandem,"36,622","['Merlot', 'Tempranillo']"
1625,1625,New Zealand,Hawke's Bay,3.6,105,Merlot - Cabernet 2018,Alpha Domus,"17,792","['Merlot', 'Cabernet Sauvignon']"
1626,1626,Italy,Abruzzo,3.6,105,Terre Aquilane Rosso 2011,Castello di Semivicoli,"57,488","['Cabernet Sauvignon', 'Merlot']"
1627,1627,South Africa,Stellenbosch,3.6,103,Merlot Golden Triangle 2005,Stellenzicht,"37,474",['Merlot']
1628,1628,Spain,Almansa,3.6,102,Higueruela Crianza 2010,Bodegas Tintoralba,"40,881","['Alicante Bouschet', 'Garnacha']"
1629,1629,Spain,Almansa,3.6,102,Higueruela Crianza 2012,Bodegas Tintoralba,"40,881","['Alicante Bouschet', 'Garnacha']"
1630,1630,Italy,Montepulciano d'Abruzzo,3.6,98,Fante 2015,Feudo d'Ugni,"45,539",['Montepulciano']
1631,1631,Austria,Burgenland,3.6,93,Estoras 2009,Esterházy,"106,460","['Merlot', 'Blaufränkisch', 'Zweigelt']"
1632,1632,Italy,Südtirol - Alto Adige,3.6,89,Pagis Vernatsch 2016,St. Michael-Eppan,"38,326","['Grauvernatsch', 'Vernatsch']"
1633,1633,Chile,Curico Valley,3.6,89,Altum Cabernet Sauvignon 2010,TerraMater,"46,842",['Cabernet Sauvignon']
1634,1634,Spain,Rioja,3.6,83,Viña Hermosa Seleccion 2017,Santalba,"29,809",['Tempranillo']
1635,1635,France,Bordeaux,3.6,83,L'Être Magique Bordeaux 2015,Maison de Grand Esprit,"54,507","['Cabernet Sauvignon', 'Cabernet Franc', 'Carménère']"
1636,1636,France,Côte de Brouilly,3.6,82,Côte de Brouilly 2015,L . Tramier & Fils,"42,584",['Gamay']
