STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
AR000087925,1956-02,-51.617,-69.283,19.0,"RIO GALLEGOS AERO, AR",,,2.5,",G",,,,,,,,,,,0.0,",G",0.0,",G",0.0,",G",3.0,",G",0.0,",G",19560221.0,",,G",,,,,,,,,19560209.0,",,G",1.7,",G,21,",,,,,,,29.0,",G,09,",,,203.1,",G",,,,,11.42,",G",17.02,",,,G",5.81,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR000870470,1956-02,-24.85,-65.483,1246.0,"SALTA AERO, AR",,,45.1,",G",,,,,,,,,,,0.0,",G",0.0,",G",0.0,",G",25.0,",G",0.0,",G",19560229.0,",,G",,,,,,,,,19560227.0,",,G",7.7,",G,29,",,,,,,,29.8,",G,27,",,,13.5,",G",,,,,19.42,",G",25.14,",,,G",13.71,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR000873050,1956-10,-30.25,-68.75,1175.0,"JACHAL, AR",,,,,,,,,,,,,,,0.0,",",14.0,",G",,,,,,,19561023.0,",,G",,,,,,,,,,,-5.5,",G,23,",,,,,,,,,,,,,,,,,,,,,0.87,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR000875440,1959-01,-35.867,-61.9,85.0,"PEHUAJO AERO, AR",,,83.4,"1,G",,,,,,,,,,,0.0,",G",0.0,",G",0.0,"1,G",29.0,"1,G",4.0,"1,G",19590117.0,",,G",,,,,,,,,19590113.0,",1,G",5.9,",G,17,",,,,,,,34.6,"1,G,13,",16.7,G,16.7,"1,G",,,,,20.53,"1,G",27.91,"1,,,G",13.15,",,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR000875850,1908-09,-34.583,-58.483,25.0,"BUENOS AIRES OBSERV, AR",,,1.1,"1,G",,,,,,,,,,,0.0,"1,G",0.0,"1,G",0.0,"1,G",2.0,"1,G",0.0,"1,G",19080929.0,"+,1,G",,,,,,,,,19080927.0,",1,G",2.7,"1,G,29,+",,,,,,,23.8,"1,G,27,",,,166.1,"1,G",,,,,12.64,"1,G",17.52,"1,,,G",7.77,"1,,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR000877500,1956-02,-38.733,-62.167,75.0,"BAHIA BLANCA AERO, AR",,,120.6,"2,G",,,,,,,,,,,0.0,"2,G",0.0,"2,G",0.0,"2,G",27.0,"2,G",12.0,"2,G",19560215.0,",2,G",,,,,,,,,19560203.0,",2,G",5.2,"2,G,15,",,,,,,,39.5,"2,G,03,",,,9.3,"2,G",,,,,22.45,"2,G",30.66,"2,,,G",14.24,"2,,,G",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087016,1962-12,-23.153,-64.329,356.0,"ORAN, AR",,,,,19.0,"5,S",10.0,"5,S",3.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19621203.0,",5,S",,,,,,,,,39.1,"5,,S,03,",,,,,,,181.4,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087022,1977-11,-22.62,-63.794,449.0,"GENERAL ENRIQUE MOSCONI TARTA, AR",,,,,6.0,"5,S",5.0,"5,S",3.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19771103.0,",5,S",,,,,,,,,39.9,"5,,S,03,",,,,,,,124.9,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087046,1973-05,-24.393,-65.098,920.2,"JUJUY, AR",,,,,,,,,,,,,,,0.0,"2,",0.0,"2,S",,,,,,,19730505.0,"+,2,S",,,,,,,,,,,4.0,"2,S,05,+",,,,,,,,,,,,,,,,,,,,,9.28,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087121,1981-12,-26.841,-65.105,455.7,"TENIENTE BENJAMIN MATIENZO, AR",,,,,8.0,"2,S",6.0,"2,S",2.0,"2,S",,,,,,,,,,,,,,,,,,,,,,,19811215.0,",2,S",,,,,,,,,35.1,"2,,S,15,",,,,,,,111.3,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087148,2003-02,-26.733,-60.483,93.0,"PRESIDENCIA ROQUE SAENZ PENA, AR",,,,,4.0,"3,S",4.0,"3,S",0.0,"3,S",,,,,0.0,"3,S",0.0,"3,S",,,,,,,20030218.0,",3,S",,,,,,,20030211.0,"+,3,S",,,13.0,"3,S,18,",,,,,20.1,"3,,S,11,+",,,,,,,62.3,"3,,,S",,,,,,,21.61,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087162,1973-06,-26.213,-58.228,59.1,"FORMOSA, AR",,,,,7.0,"5,S",3.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19730605.0,",5,S",,,,,,,,,18.0,"5,,S,05,",,,,,,,43.7,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087166,1973-10,-27.446,-58.762,61.9,"CORRIENTES, AR",,,,,5.0,"3,S",5.0,"3,S",2.0,"3,S",,,,,,,,,,,,,,,,,,,,,,,19731005.0,",3,S",,,,,,,,,70.1,"3,,S,05,",,,,,,,140.0,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087178,1961-05,-27.386,-55.971,131.1,"POSADAS, AR",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19610521.0,",5,S",,,,,,,,,,,5.0,"5,S,21,",,,,,,,,,,,,,,,,,,,,,13.28,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087213,1994-03,-29.233,-67.433,945.0,"CHILECITO AERO, AR",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19940327.0,",5,S",,,,,,,,,,,10.8,"5,S,27,",,,,,,,,,,,,,,,,,,,,,15.69,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087222,1974-03,-28.596,-65.752,463.9,"CATAMARCA, AR",,,,,7.0,"4,S",6.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19740311.0,",4,S",,,,,,,,,22.1,"4,,S,11,",,,,,,,54.4,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087244,1973-04,-29.9,-63.683,341.0,"VILLA MARIA DEL RIO, AR",,,,,,,,,,,,,,,0.0,"4,",0.0,"4,S",,,,,,,19730408.0,",4,S",,,,,,,,,,,5.0,"4,S,08,",,,,,,,,,,,,,,,,,,,,,12.85,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087289,1973-10,-29.689,-57.152,70.1,"PASO DE LOS LIBRES, AR",,,,,4.0,"4,S",4.0,"4,S",3.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19731023.0,",4,S",,,,,,,,,49.0,"4,,S,23,",,,,,,,131.1,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087311,1973-05,-31.571,-68.418,597.1,"SAN JUAN, AR",,,,,,,,,,,,,,,0.0,"4,S",4.0,"4,S",,,,,,,19730514.0,"+,4,S",,,,,,,,,,,0.0,"4,S,14,+",,,,,,,,,,,,,,,,,,,,,3.56,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087320,1977-04,-30.367,-66.283,461.0,"CHAMICAL AERO, AR",,,,,4.0,"5,S",4.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19770407.0,",5,S",,,,,,,,,9.9,"5,,S,07,",,,,,,,30.0,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087322,1973-05,-31.333,-66.6,658.0,"CHEPES, AR",,,,,,,,,,,,,,,0.0,"5,",0.0,"5,S",,,,,,,19730510.0,",5,S",,,,,,,,,,,3.0,"5,S,10,",,,,,,,,,,,,,,,,,,,,,8.88,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087328,1973-05,-31.945,-65.146,583.7,"VILLA DOLORES, AR",,,,,,,,,,,,,,,0.0,"5,",0.0,"5,S",,,,,,,19730510.0,",5,S",,,,,,,,,,,1.0,"5,S,10,",,,,,,,,,,,,,,,,,,,,,7.35,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087345,2020-07,-31.4,-64.183,426.0,"CORDOBA OBSERVATORIO, AR",,,,,,,,,,,,,,,0.0,"1,S",5.0,"1,S",,,,,,,20200709.0,"+,1,S",,,,,,,,,,,-0.8,"1,S,09,+",,,,,,,,,,,,,,,,,,,,,2.53,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087349,1976-12,-31.667,-63.883,338.0,"PILAR OBSERVATORIO, AR",,,,,7.0,"3,S",6.0,"3,S",3.0,"3,S",,,,,,,,,,,,,,,,,,,,,,,19761207.0,",3,S",,,,,,,,,38.1,"3,,S,07,",,,,,,,136.4,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087395,1973-05,-31.297,-57.997,34.1,"COMODORO PIERRESTEGUI, AR",,,,,,,,,,,,,,,0.0,"1,",0.0,"1,S",,,,,,,19730513.0,",1,S",,,,,,,,,,,3.0,"1,S,13,",,,,,,,,,,,,,,,,,,,,,10.73,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087416,1979-12,-33.083,-68.417,653.0,"SAN MARTIN, AR",,,,,2.0,"5,S",1.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19791218.0,",5,S",,,,,,,,,3.0,"5,,S,18,",,,,,,,3.3,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087420,2020-01,-32.883,-68.85,827.0,"MENDOZA OBSERVATORIO, AR",,,,,,,,,,,,,,,0.0,"1,",0.0,"1,S",,,,,,,20200106.0,",1,S",,,,,,,,,,,13.6,"1,S,06,",,,,,,,,,,,,,,,,,,,,,19.66,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087436,1957-07,-33.273,-66.356,709.9,"SAN LUIS, AR",,,,,,,,,,,,,,,0.0,",S",17.0,",S",,,,,,,19570731.0,"+,,S",,,,,,,,,,,-5.0,",S,31,+",,,,,,,,,,,,,,,,,,,,,1.24,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087448,1973-05,-33.73,-65.387,484.9,"VILLA REYNOLDS, AR",,,,,,,,,,,,,,,0.0,"1,",6.0,"1,S",,,,,,,19730506.0,",1,S",,,,,,,,,,,-5.0,"1,S,06,",,,,,,,,,,,,,,,,,,,,,3.67,"1,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087453,1973-01,-33.085,-64.261,420.9,"RIO CUARTO AREA DE MATERIAL, AR",,,,,,,,,,,,,,,0.0,"5,",0.0,"5,S",,,,,,,19730124.0,"+,5,S",,,,,,,,,,,10.0,"5,S,24,+",,,,,,,,,,,,,,,,,,,,,17.54,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087467,1973-01,-32.684,-62.158,110.0,"MARCOS JUAREZ, AR",,,,,,,,,,,,,,,0.0,"4,",0.0,"4,S",,,,,,,19730124.0,",4,S",,,,,,,,,,,8.0,"4,S,24,",,,,,,,,,,,,,,,,,,,,,17.59,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087480,1968-01,-32.904,-60.785,25.9,"ROSARIO, AR",,,,,,,,,,,,,,,0.0,"2,S",0.0,"2,S",,,,,,,19680103.0,",2,S",,,,,,,,,,,8.9,"2,S,03,",,,,,,,,,,,,,,,,,,,,,16.29,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087497,1968-01,-33.01,-58.613,22.9,"GUALEGUAYCHU, AR",,,,,,,,,,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,19680103.0,",4,S",,,,,,,,,,,8.9,"4,S,03,",,,,,,,,,,,,,,,,,,,,,17.49,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087506,1968-05,-35.494,-69.574,1430.1,"MALARGUE, AR",,,,,,,,,,,,,,,0.0,"4,S",14.0,"4,S",,,,,,,19680516.0,"+,4,S",,,,,,,,,,,-7.8,"4,S,16,+",,,,,,,,,,,,,,,,,,,,,0.59,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087509,1973-05,-34.588,-68.403,752.9,"SAN RAFAEL, AR",,,,,,,,,,,,,,,0.0,"3,",5.0,"3,S",,,,,,,19730511.0,",3,S",,,,,,,,,,,-1.0,"3,S,11,",,,,,,,,,,,,,,,,,,,,,3.61,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087532,1973-10,-35.696,-63.758,139.9,"GENERAL PICO, AR",,,,,9.0,"2,S",7.0,"2,S",1.0,"2,S",,,,,,,,,,,,,,,,,,,,,,,19731021.0,",2,S",,,,,,,,,37.1,"2,,S,21,",,,,,,,106.5,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087548,1968-01,-34.546,-60.931,79.9,"JUNIN, AR",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",26.0,"5,S",17.0,"5,S",19680103.0,",5,S",,,,,,,,,19680118.0,",5,S",6.1,"5,S,03,",,,,,,,37.2,"5,S,18,",,,,,,,,,23.79,"9,S",32.4,"5,,,S",15.19,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087550,1981-01,-35.45,-60.883,76.0,"NUEVE DE JULIO, AR",,,,,10.0,"4,S",10.0,"4,S",3.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19810119.0,",4,S",,,,,,,,,89.9,"4,,S,19,",,,,,,,267.9,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087563,1989-09,-36.067,-59.1,38.0,"LAS FLORES, AR",,,,,,,,,,,,,,,0.0,"4,S",9.0,"4,S",,,,,,,19890916.0,",4,S",,,,,,,,,,,-5.6,"4,S,16,",,,,,,,,,,,,,,,,,,,,,1.82,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087576,1957-07,-34.822,-58.536,20.4,"MINISTRO PISTARINI, AR",,,,,,,,,,,,,,,0.0,"2,S",13.0,"2,S",,,,,,,19570714.0,",2,S",,,,,,,,,,,-3.9,"2,S,14,",,,,,,,,,,,,,,,,,,,,,3.18,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087582,1973-10,-34.559,-58.416,5.5,"AEROPARQUE JORGE NEWBERY, AR",,,,,7.0,"4,S",5.0,"4,S",2.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19731010.0,",4,S",,,,,,,,,31.0,"4,,S,10,",,,,,,,103.5,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087593,1977-08,-34.972,-57.895,21.9,"LA PLATA, AR",,,,,4.0,"4,S",3.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19770811.0,",4,S",,,,,,,,,20.1,"4,,S,11,",,,,,,,43.5,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087596,1957-07,-35.367,-57.283,22.0,"PUNTA INDIO B.A., AR",,,,,,,,,,,,,,,0.0,",S",9.0,",S",,,,,,,19570714.0,",,S",,,,,,,,,,,-3.9,",S,14,",,,,,,,,,,,,,,,,,,,,,3.75,",,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087637,1979-10,-37.433,-61.883,233.0,"CORONEL SUAREZ AERO, AR",,,,,6.0,"4,S",4.0,"4,S",0.0,"4,S",,,,,0.0,"5,S",0.0,"5,S",,,,,,,19791009.0,",5,S",,,,,,,19791004.0,",4,S",,,1.0,"5,S,09,",,,,,11.9,"4,,S,04,",,,,,,,32.9,"4,,,S",,,,,,,7.77,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087640,1992-12,-36.2,-61.067,94.0,"BOLIVAR AERO, AR",,,,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,19921201.0,",3,S",,,,,,,,,,,8.1,"3,S,01,",,,,,,,,,,,,,,,,,,,,,13.63,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087641,2001-08,-36.833,-59.883,147.0,"AZUL AERO, AR",,,,,,,,,,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20010828.0,",3,S",,,,,,,,,,,1.1,"3,S,28,",,,,,,,,,,,,,,,,,,,,,6.73,"3,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087643,1992-12,-36.883,-60.217,166.0,"OLAVARRIA AERO, AR",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19921202.0,",5,S",,,,,,,,,,,4.4,"5,S,02,",,,,,,,,,,,,,,,,,,,,,11.53,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087645,1973-01,-37.237,-59.228,175.0,"TANDIL, AR",,,,,,,,,,,,,,,0.0,"5,",0.0,"5,S",,,,,,,19730108.0,"+,5,S",,,,,,,,,,,4.0,"5,S,08,+",,,,,,,,,,,,,,,,,,,,,12.35,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087648,1973-04,-36.35,-57.733,9.0,"DOLORES AIRPORT, AR",,,,,,,,,,,,,,,0.0,"4,",0.0,"4,S",,,,,,,19730416.0,",4,S",,,,,,,,,,,1.0,"4,S,16,",,,,,,,,,,,,,,,,,,,,,8.81,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087679,1977-04,-37.6,-62.383,304.0,"PIGUE AIRPORT, AR",,,,,4.0,"4,S",4.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19770408.0,",4,S",,,,,,,,,20.1,"4,,S,08,",,,,,,,32.3,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087688,1973-05,-38.387,-60.33,121.9,"TRES ARROYOS, AR",,,,,,,,,,,,,,,0.0,"5,",7.0,"5,S",,,,,,,19730512.0,",5,S",,,,,,,,,,,-4.0,"5,S,12,",,,,,,,,,,,,,,,,,,,,,3.54,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087736,1980-12,-39.017,-64.083,79.0,"RIO COLORADO, AR",,,,,7.0,"1,S",5.0,"1,S",0.0,"1,S",,,,,0.0,"2,S",0.0,"2,S",,,,,,,19801220.0,",2,S",,,,,,,19801204.0,",1,S",,,5.0,"2,S,20,",,,,,14.0,"1,,S,04,",,,,,,,52.7,"1,,,S",,,,,,,15.24,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087765,1957-07,-41.151,-71.158,846.1,"SAN CARLOS DE BARILOCHE, AR",,,,,,,,,,,,,,,0.0,"5,S",19.0,"5,S",,,,,,,19570730.0,",5,S",,,,,,,,,,,-12.2,"5,S,30,",,,,,,,,,,,,,,,,,,,,,-2.37,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087774,1957-10,-41.25,-68.733,888.0,"MAQUINCHAO, AR",,,,,,,,,,,,,,,0.0,"2,S",16.0,"2,S",,,,,,,19571009.0,",2,S",,,,,,,,,,,-8.9,"2,S,09,",,,,,,,,,,,,,,,,,,,,,-0.02,"2,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087784,1973-10,-40.783,-65.1,20.0,"SAN ANTONIO OESTE AERO, AR",,,,,6.0,"4,S",4.0,"4,S",0.0,"4,S",,,,,,,,,,,,,,,,,,,,,,,19731031.0,",4,S",,,,,,,,,8.9,"4,,S,31,",,,,,,,31.3,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087791,1973-05,-40.869,-63.0,6.1,"GOBERNADOR CASTELLO, AR",,,,,,,,,,,,,,,0.0,"5,",9.0,"5,S",,,,,,,19730511.0,",5,S",,,,,,,,,,,-3.0,"5,S,11,",,,,,,,,,,,,,,,,,,,,,2.81,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087800,1997-09,-41.943,-71.532,344.7,"EL BOLSON, AR",,,,,,,,,,,,,,,0.0,"5,S",16.0,"5,S",,,,,,,19970926.0,",5,S",,,,,,,,,,,-3.0,"5,S,26,",,,,,,,,,,,,,,,,,,,,,-0.07,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087814,1979-12,-43.817,-68.883,460.0,"PASO DE INDIOS, AR",,,,,5.0,"5,S",1.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19791206.0,",5,S",,,,,,,,,4.1,"5,,S,06,",,,,,,,6.9,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087823,2020-07,-42.733,-65.067,136.0,"P.MADRYN AERO, AR",,,,,,,,,,,,,,,0.0,"4,S",12.0,"4,S",,,,,,,20200714.0,",4,S",,,,,,,,,,,-4.2,"4,S,14,",,,,,,,,,,,,,,,,,,,,,0.3,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087852,1990-03,-46.517,-71.017,429.0,"PERITO MORENO AIRPORT, AR",,,,,,,,,,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,19900302.0,",5,S",,,,,,,,,,,0.8,"5,S,02,",,,,,,,,,,,,,,,,,,,,,7.04,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087880,1978-11,-48.783,-70.167,356.0,"GOBERNADOR GREGORES, AR",,,,,6.0,"5,S",2.0,"5,S",0.0,"5,S",,,,,,,,,,,,,,,,,,,,,,,19781108.0,",5,S",,,,,,,,,24.9,"5,,S,08,",,,,,,,49.0,"5,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARM00087896,1968-09,-47.735,-65.904,81.1,"PUERTO DESEADO, AR",,,,,,,,,,,,,,,0.0,"4,S",5.0,"4,S",,,,,,,19680901.0,",4,S",,,,,,,,,,,-5.0,"4,S,01,",,,,,,,,,,,,,,,,,,,,,2.05,"4,,,S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
