STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,ADPT,ADPT_ATTRIBUTES,ASLP,ASLP_ATTRIBUTES,ASTP,ASTP_ATTRIBUTES,AWBT,AWBT_ATTRIBUTES,AWND,AWND_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,RHAV,RHAV_ATTRIBUTES,RHMN,RHMN_ATTRIBUTES,RHMX,RHMX_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
ASN00006064,1930-01,-24.2167,115.3833,,"MOOGOOREE O.S., AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19300114.0,",,a",,,,,,,,,2.0,",,a,14,",,,,,,,2.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006065,1929-04,-23.4,114.7,,"PLEAIDES, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006066,1898-03,-23.1567,114.5403,75.0,"WINNING, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18980331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006067,1953-02,-23.5,114.0167,,"MIA MIA 2 SUB BORE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19530228.0,"+,,a",,,,,,,,,0.0,",,a,28,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006068,1953-01,-25.4906,114.3981,40.0,"WAHROONGA, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19530107.0,",,a",,,,,,,,,19.1,",,a,07,",,,,,,,19.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006069,1750-03,-26.5903,115.9267,300.0,"MOUNT NARRYER, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500324.0,",2,a",,,,,,,,,17.0,"2,,a,24,",,,,,,,31.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006070,1750-03,-24.3058,114.5003,60.0,"HILL SPRINGS, AS",,,,,3.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,4.2,"2,,a,25,",,,,,,,8.2,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006071,1932-01,-26.6167,115.5467,280.0,"MUGGON, AS",,,,,6.0,",a",5.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19320120.0,",,a",,,,,,,,,10.4,",,a,20,",,,,,,,28.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006072,1750-03,-23.0314,115.0414,111.0,"EMU CREEK STATION, AS",,,498.1,"2,a",3.0,"2,a",0.0,"2,a",0.0,"2,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",29.0,"2,a",17500329.0,",2,a",,,,,,,17500325.0,",2,a",17500322.0,",2,a",22.4,"2,a,29,",,,,,1.8,"2,,a,25,",49.1,"2,a,22,",,,0.0,"2,a",2.8,"2,,,a",,,35.51,"2,a",44.04,"2,,,a",26.98,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006073,1902-02,-24.8333,113.3,,"BERNIER ISLAND, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19020228.0,"+,,a",,,,,,,,,0.0,",,a,28,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006074,1889-12,-24.8667,114.5833,,"MILLIE MILLIE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18891231.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006075,1921-09,-25.2,113.9,,"BOODALIA, AS",,,,,2.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19210906.0,",,a",,,,,,,,,2.3,",,a,06,",,,,,,,3.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006076,1912-09,-26.3,114.25,,"BOOLAGOORDA, AS",,,,,3.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120911.0,",,a",,,,,,,,,1.5,",,a,11,",,,,,,,3.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006077,1918-09,-25.3,115.6,,"BOUNDARY STORE, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19180916.0,",,a",,,,,,,,,10.9,",,a,16,",,,,,,,10.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006078,1928-02,-25.8,115.1,,"CALLATHARRA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19280229.0,"+,,a",,,,,,,,,0.0,",,a,29,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006079,1907-11,-25.0881,114.3853,60.0,"ELLA VALLA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19071130.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006080,1963-03,-26.2564,113.8064,20.0,"NANGA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19630331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006081,1915-01,-26.4,114.05,,"NILEMAH, AS",,,,,4.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19150111.0,",,a",,,,,,,,,6.9,",,a,11,",,,,,,,9.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006082,1906-12,-24.5,113.5,,"POINT CHARLES, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19061231.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006083,1922-05,-24.3,113.8,,"SHAWS TANK, AS",,,,,2.0,",a",2.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19220529.0,",,a",,,,,,,,,45.7,",,a,29,",,,,,,,49.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006084,1750-03,-23.4853,113.7811,20.0,"WARROORA, AS",,,,,2.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500329.0,",2,a",,,,,,,,,10.2,"2,,a,29,",,,,,,,12.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006085,1894-01,-24.2,114.1,,"YALOBIA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18940131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006087,1966-06,-24.8167,113.8333,17.0,"BRICKHOUSE WOOLSHED, AS",,,9.4,",a",6.0,",a",4.0,",a",0.0,",a",,,,,0.0,",a",0.0,",a",0.0,",a",25.0,",a",0.0,",a",19660602.0,",,a",,,,,,,19660617.0,",,a",19660610.0,",,a",1.3,",a,02,",,,,,6.1,",,a,17,",29.4,",a,10,",,,69.2,",a",19.8,",,,a",,,16.34,",a",23.55,",,,a",9.13,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006088,1929-01,-24.4333,114.2667,,"COORALYA O.S., AS",,,,,1.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290113.0,",,a",,,,,,,,,2.3,",,a,13,",,,,,,,2.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006089,1913-10,-23.6333,113.6167,,"CAPE FARQUHAR, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19131031.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006090,1920-01,-26.96,115.9733,300.0,"MEEBERRIE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19200131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006091,1907-01,-25.9667,115.9833,,"MEARABUNDIE, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070116.0,",,a",,,,,,,,,10.4,",,a,16,",,,,,,,10.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006092,1969-01,-26.8156,114.6133,140.0,"BILLABONG ROADHOUSE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19690131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006093,1972-01,-23.81,114.0083,60.0,"MINILYA BRIDGE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19720131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006094,1971-11,-24.2167,113.3833,41.0,"CAPE CUVIER, AS",,,,,3.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19711110.0,",,a",,,,,,,,,0.5,",,a,10,",,,,,,,1.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006095,1952-01,-24.3967,113.4056,16.0,"QUOBBA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19520131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006096,1929-01,-25.0167,114.2833,,"DOORAWARRAH O.S., AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006097,1982-07,-26.1203,113.3975,3.0,"USELESS LOOP, AS",,,,,6.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19820723.0,",,a",,,,,,,,,1.8,",,a,23,",,,,,,,7.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006098,1985-06,-25.0294,115.8628,300.0,"WEEDARRAH, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19850605.0,",,a",,,,,,,,,6.4,",,a,05,",,,,,,,6.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006099,1750-03,-26.8936,115.9561,287.0,"MURCHISON, AS",,,326.3,"4,a",,,,,,,,,,,0.0,"4,a",0.0,"4,a",0.0,"2,a",29.0,"2,a",28.0,"2,a",17500327.0,"+,4,a",,,,,,,,,17500320.0,"+,2,a",13.0,"4,a,27,+",,,,,,,47.5,"2,a,20,+",,,0.0,"2,a",,,,,30.5,"4,a",42.64,"2,,,a",18.37,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006100,1985-09,-27.525,115.0569,220.0,"COOLCALALAYA, AS",,,,,3.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19850922.0,",,a",,,,,,,,,4.0,",,a,22,",,,,,,,8.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006101,1988-01,-26.0983,115.2444,200.0,"YALARDY, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19880131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006102,1750-03,-26.1764,113.215,4.0,"STEEP POINT, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,8.2,"2,,a,25,",,,,,,,12.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006103,1911-01,-23.9064,114.7681,100.0,"MIDDALYA, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110127.0,",,a",,,,,,,,,7.6,",,a,27,",,,,,,,9.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006105,1750-03,-25.8925,113.5772,33.8,"SHARK BAY AIRPORT, AS",,,358.3,"2,a",2.0,"5,a",1.0,"5,a",0.0,"5,a",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",29.0,"2,a",20.0,"2,a",17500305.0,",2,a",,,,,,,17500325.0,",5,a",17500318.0,",2,a",19.2,"2,a,05,",,,,,5.6,"5,,a,25,",49.8,"2,a,18,",,,0.0,"2,a",7.0,"5,,,a",,,30.69,"2,a",38.19,"2,,,a",23.19,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006106,1929-04,-25.0381,115.9953,320.0,"MOOLOO DOWNS, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19290430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00006107,2005-10,-24.8128,113.7925,15.0,"FAR END PLANTATION, AS",,,,,2.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,20051028.0,",,a",,,,,,,,,7.2,",,a,28,",,,,,,,10.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007000,1902-10,-28.6294,116.2814,340.0,"BARNONG, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19021031.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007001,1750-03,-26.9667,117.9167,,"BEEBYN, AS",,,,,2.0,"2,a",1.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500323.0,",2,a",,,,,,,,,3.2,"2,,a,23,",,,,,,,4.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007002,1899-01,-26.3611,118.0283,500.0,"BELELE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18990131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007003,1883-04,-26.0417,116.9528,450.0,"BERINGARRA, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18830430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007004,1939-04,-27.35,117.6667,,"BIG BELL, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19390410.0,",,a",,,,,,,,,2.5,",,a,10,",,,,,,,3.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007005,1910-09,-28.3,117.9,,"BOODANOO, AS",,,,,4.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19100915.0,",,a",,,,,,,,,3.3,",,a,15,",,,,,,,8.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007006,1910-03,-28.0411,117.6703,450.0,"BOOGARDIE, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19100331.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007007,1750-03,-26.9844,116.5361,300.0,"BOOLARDY, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,14.2,"2,,a,25,",,,,,,,19.1,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007008,1750-03,-25.5067,118.7933,550.0,"BRYAH, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,22.0,"2,,a,25,",,,,,,,27.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007009,1911-08,-27.4833,117.3,,"BULLARA, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19110822.0,",,a",,,,,,,,,8.9,",,a,22,",,,,,,,8.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007010,1912-01,-28.6097,116.5714,300.0,"BUNNAWARRA, AS",,,,,4.0,",a",2.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120121.0,",,a",,,,,,,,,21.8,",,a,21,",,,,,,,35.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007011,1902-11,-28.7839,117.3625,400.0,"BURNERBINMAH, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19021130.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007012,1918-04,-26.1297,118.4853,500.0,"BUTTAH, AS",,,,,4.0,",a",2.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19180403.0,",,a",,,,,,,,,41.1,",,a,03,",,,,,,,64.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007013,1912-01,-27.25,118.3333,,"COGLA DOWNS NATTE, AS",,,,,2.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19120120.0,",,a",,,,,,,,,6.1,",,a,20,",,,,,,,7.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007014,1750-03,-27.2528,117.6525,500.0,"COODARDY, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,20.8,"2,,a,25,",,,,,,,29.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007015,1927-04,-27.3,117.25,,"COODARDY YENTON, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19270430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007016,1905-01,-29.3667,117.7,,"COODINGNOW, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19050131.0,"+,,a",,,,,,,,,0.0,",,a,31,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007017,1750-03,-27.4233,117.8994,453.0,"CUE, AS",,,,,2.0,"2,a",2.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500325.0,",2,a",,,,,,,,,19.0,"2,,a,25,",,,,,,,23.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007018,1916-01,-27.0392,118.365,450.0,"CULLCULLI, AS",,,,,2.0,",a",2.0,",a",1.0,",a",,,,,,,,,,,,,,,,,,,,,,,19160120.0,",,a",,,,,,,,,27.9,",,a,20,",,,,,,,31.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007019,1750-03,-24.0019,119.5725,600.0,"BULLOO DOWNS, AS",,,,,0.0,"2,a",0.0,"2,a",0.0,"2,a",,,,,,,,,,,,,,,,,,,,,,,17500331.0,"+,2,a",,,,,,,,,0.0,"2,,a,31,+",,,,,,,0.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007020,1887-04,-26.8764,118.1731,400.0,"ANNEAN, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18870430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007021,1907-04,-27.3839,117.7453,450.0,"AUSTIN DOWNS, AS",,,,,1.0,",a",1.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,19070423.0,",,a",,,,,,,,,7.1,",,a,23,",,,,,,,7.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASN00007022,1896-04,-27.4667,117.85,,"DAY DAWN, AS",,,,,0.0,",a",0.0,",a",0.0,",a",,,,,,,,,,,,,,,,,,,,,,,18960430.0,"+,,a",,,,,,,,,0.0,",,a,30,+",,,,,,,0.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
