,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES
1033,ASN00057045,1961-01,-31.1893,151.8551,1130.0,"TIA HIGHRENT, AS",10.0,",a",3.0,",a",1.0,",a",19610101.0,",,a",29.2,",,a,01,",50.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,ASN00057046,1961-05,-30.2853,151.8549,1315.0,"GUYRA MYLOE, AS",7.0,",a",2.0,",a",0.0,",a",19610529.0,",,a",3.8,",,a,29,",9.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,ASN00057047,1895-11,-30.5333,151.9,975.0,"HILLGROVE STATION 3, AS",11.0,",a",9.0,",a",1.0,",a",18951104.0,",,a",87.6,",,a,04,",130.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,ASN00057048,1961-05,-30.5833,151.8167,920.0,"ARMIDALE GARA, AS",6.0,",a",3.0,",a",0.0,",a",19610528.0,",,a",12.4,",,a,28,",28.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,ASN00057049,1961-05,-30.3122,152.052,1195.0,"GUYRA LYNDHURST, AS",4.0,",a",4.0,",a",0.0,",a",19610528.0,",,a",11.2,",,a,28,",25.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,ASN00057050,1950-03,-31.2166,151.6943,1275.0,"BRACKENDALE THE LAKE, AS",4.0,",a",3.0,",a",0.0,",a",19500321.0,",,a",19.1,",,a,21,",50.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,ASN00057051,1961-08,-29.1912,152.5905,85.0,"BARYULGIL MOUNTAIN VIEW, AS",8.0,",a",5.0,",a",0.0,",a",19610810.0,",,a",13.2,",,a,10,",40.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,ASN00057052,1961-09,-30.7274,152.254,130.0,"LOWER CREEK CEDAR PARK, AS",5.0,",a",3.0,",a",0.0,",a",19610919.0,",,a",14.5,",,a,19,",25.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,ASN00057053,1966-01,-31.0099,151.7524,1110.0,"WALCHA PINDARI, AS",2.0,",a",2.0,",a",0.0,",a",19660130.0,",,a",6.1,",,a,30,",9.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,ASN00057056,1970-03,-30.75,152.0667,920.0,"WOLLOMOMBI HALLS PEAK, AS",9.0,",a",3.0,",a",0.0,",a",19700331.0,",,a",19.8,",,a,31,",43.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,ASN00057060,1900-05,-29.2,152.5,122.0,"LIONSVILLE, AS",8.0,",a",4.0,",a",2.0,",a",19000522.0,",,a",33.0,",,a,22,",98.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,ASN00057061,1896-02,-31.0833,151.75,,"WATERLOO WALCHA, AS",14.0,",a",9.0,",a",1.0,",a",18960225.0,",,a",42.2,",,a,25,",127.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,ASN00057062,1904-06,-28.7167,152.1167,,"WILLSONS DOWNFALL, AS",4.0,",a",1.0,",a",0.0,",a",19040622.0,",,a",7.9,",,a,22,",11.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,ASN00057063,1897-05,-30.5,152.0,,"ROCKVALE, AS",5.0,",a",2.0,",a",0.0,",a",18970531.0,",,a",8.9,",,a,31,",17.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,ASN00057064,1964-12,-29.0667,152.65,137.0,"TABULAM KEEMBIN, AS",7.0,",a",6.0,",a",1.0,",a",19641206.0,",,a",35.1,",,a,06,",88.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,ASN00057066,1964-12,-29.3466,152.5167,85.0,"CARNHAM, AS",7.0,",a",4.0,",a",0.0,",a",19641227.0,",,a",19.3,",,a,27,",44.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,ASN00057067,1964-11,-30.15,152.3833,853.0,"HERNANI MARENGO, AS",10.0,",a",6.0,",a",1.0,",a",19641122.0,",,a",57.9,",,a,22,",116.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,ASN00057068,1964-12,-29.5717,152.5417,100.0,"JACKADGERY OLD POST OFFICE, AS",4.0,",a",4.0,",a",0.0,",a",19641226.0,",,a",24.1,",,a,26,",45.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,ASN00057069,1964-12,-29.8333,152.5833,243.8,"BUCCARUMBI HOMESTEAD, AS",6.0,",a",6.0,",a",1.0,",a",19641225.0,",,a",33.5,",,a,25,",86.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,ASN00057071,1964-11,-30.1333,152.1167,610.0,"GUYRA PONDEROSA, AS",7.0,",a",7.0,",a",1.0,",a",19641122.0,",,a",61.2,",,a,22,",107.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,ASN00057073,1965-01,-29.85,152.3,356.0,"NEWTON BOYD BROADMEADOWS, AS",9.0,",a",6.0,",a",1.0,",a",19650107.0,",,a",39.4,",,a,07,",95.3,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,ASN00057074,1965-01,-28.615,152.4117,335.0,"URBENVILLE CALDERWOOD GLEN, AS",7.0,",a",4.0,",a",1.0,",a",19650123.0,",,a",29.5,",,a,23,",60.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,ASN00057075,1964-12,-28.55,152.6,274.3,"BONALBO OLD KILLALIE, AS",3.0,",a",3.0,",a",0.0,",a",19641226.0,",,a",15.7,",,a,26,",27.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,ASN00057076,1964-11,-29.7667,152.2167,426.7,"GLEN INNES ABBY GREEN, AS",3.0,",a",2.0,",a",1.0,",a",19641128.0,",,a",69.1,",,a,28,",78.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,ASN00057077,1964-12,-29.2,152.5,135.0,"BARYULGIL YUGILBAR, AS",2.0,",a",2.0,",a",0.0,",a",19641229.0,",,a",8.1,",,a,29,",11.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,ASN00057078,1965-01,-28.5333,152.7,274.3,"BONALBO OLD GLEN HUON HMSD, AS",12.0,",a",8.0,",a",2.0,",a",19650127.0,",,a",37.3,",,a,27,",114.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,ASN00057079,1750-03,-30.5178,152.0431,900.0,"WOLLOMOMBI WOLLOMOMBI RIVER, AS",11.0,"2,a",8.0,"2,a",1.0,"2,a",17500307.0,",2,a",60.0,"2,,a,07,",102.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,ASN00057080,1965-12,-28.9,152.7333,219.5,"MALLANGANEE T.Q. GATE, AS",16.0,",a",13.0,",a",2.0,",a",19651209.0,",,a",38.1,",,a,09,",195.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,ASN00057082,1930-01,-29.646,152.0936,970.0,"GLEN INNES MT MITCHELL FOREST, AS",12.0,",a",10.0,",a",0.0,",a",19300125.0,",,a",22.9,",,a,25,",95.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,ASN00057084,1971-01,-31.0,151.8167,1220.0,"WALCHA MOUNT VIEW, AS",13.0,"4,a",9.0,"4,a",5.0,"4,a",19710119.0,",4,a",45.5,"4,,a,19,",314.3,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,ASN00057085,1969-01,-28.568,152.5858,290.0,"OLD BONALBO ALCHERINGA, AS",9.0,",a",9.0,",a",1.0,",a",19690120.0,",,a",40.6,",,a,20,",130.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,ASN00057086,1969-09,-31.2,152.1167,975.4,"YARROWITCH GLENFERRIE, AS",6.0,",a",3.0,",a",0.0,",a",19690930.0,",,a",10.4,",,a,30,",23.9,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,ASN00057087,1969-01,-31.3167,151.9,853.0,"YARROWITCH AMAROO, AS",9.0,",a",5.0,",a",1.0,",a",19690101.0,",,a",36.3,",,a,01,",68.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,ASN00057088,1930-01,-30.4167,151.8167,914.4,"ARMIDALE HERBERT PARK, AS",8.0,",a",4.0,",a",1.0,",a",19300125.0,",,a",53.3,",,a,25,",81.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,ASN00057089,1969-11,-29.3467,152.615,170.0,"FINE FLOWER CREEK WAVE HILL, AS",11.0,",a",9.0,",a",2.0,",a",19691115.0,",,a",39.9,",,a,15,",140.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,ASN00057090,1969-11,-29.4667,152.4833,90.0,"CANGAI HANGING ROCK, AS",16.0,",a",12.0,",a",0.0,",a",19691119.0,",,a",19.8,",,a,19,",107.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,ASN00057091,1750-03,-30.7167,151.8531,1067.0,"URALLA BLUE NOBBY, AS",10.0,"2,a",6.0,"2,a",0.0,"2,a",17500311.0,",2,a",14.0,"2,,a,11,",57.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,ASN00057092,1965-01,-30.3667,151.9667,1127.8,"ARMIDALE GIRRAKOOL, AS",6.0,",a",6.0,",a",0.0,",a",19650126.0,",,a",21.6,",,a,26,",67.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,ASN00057093,1750-03,-29.5101,152.4897,140.0,"CANGAI SMELTER CREEK, AS",10.0,"2,a",8.0,"2,a",0.0,"2,a",17500312.0,",2,a",22.0,"2,,a,12,",77.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,ASN00057095,1750-03,-28.7551,152.4507,555.0,"TABULAM MUIRNE, AS",15.0,"2,a",10.0,"2,a",2.0,"2,a",17500320.0,",2,a",35.0,"2,,a,20,",156.8,"2,,,a",,,138.6,"2,a",0.0,"2,a",0.0,"2,a",0.0,"2,a",28.0,"2,a",1.0,"2,a",17500312.0,",2,a",17500302.0,",2,a",16.5,"2,a,12,",32.6,"2,a,02,",,,0.0,"2,a",23.11,"2,a",27.44,"2,,,a",18.78,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,ASN00057096,1963-04,-28.75,152.4333,510.0,"PRETTY GULLY LANIKAI, AS",11.0,",a",10.0,",a",0.0,",a",19630425.0,",,a",24.1,",,a,25,",100.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,ASN00057097,1971-09,-29.0333,152.5833,100.6,"ALICE TILBAROO, AS",5.0,",a",3.0,",a",1.0,",a",19710905.0,",,a",25.7,",,a,05,",55.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,ASN00057098,1974-01,-29.0167,152.5667,140.0,"ALICE CLEVELAND, AS",25.0,",a",19.0,",a",6.0,",a",19740115.0,",,a",89.6,",,a,15,",398.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,ASN00057099,1964-12,-29.1833,152.2333,355.0,"TENTERFIELD BILLARIMBA, AS",5.0,",a",4.0,",a",1.0,",a",19641228.0,",,a",29.7,",,a,28,",57.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,ASN00057100,1972-10,-30.1333,152.0117,1185.0,"WARDS MISTAKE STATION, AS",18.0,",a",13.0,",a",5.0,",a",19721025.0,",,a",52.1,",,a,25,",285.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,ASN00057101,1971-01,-30.2667,152.0333,1066.8,"ABERFOYLE BAMBI, AS",20.0,",a",18.0,",a",2.0,",a",19710122.0,",,a",32.3,",,a,22,",226.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,ASN00057102,1974-02,-30.4489,152.3133,1355.0,"EBOR MAPLEWOOD, AS",3.0,",a",3.0,",a",0.0,",a",19740225.0,",,a",5.4,",,a,25,",14.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,ASN00057103,1750-03,-30.0093,152.0101,975.0,"KOOKABOOKRA, AS",13.0,"2,a",7.0,"2,a",1.0,"2,a",17500307.0,",2,a",58.6,"2,,a,07,",135.4,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,ASN00057104,1750-03,-31.2739,151.9655,1110.0,"YARROWITCH MARETTO, AS",15.0,"2,a",11.0,"2,a",0.0,"2,a",17500316.0,",2,a",18.0,"2,,a,16,",125.6,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,ASN00057105,1966-01,-31.0667,151.9167,1080.0,"WALCHA BULIMBA DOWNS, AS",9.0,",a",3.0,",a",0.0,",a",19660130.0,",,a",10.1,",,a,30,",22.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,ASN00057106,1976-05,-30.39,151.815,1005.0,"ARMIDALE LOCH ABBA, AS",6.0,",a",3.0,",a",0.0,",a",19760509.0,",,a",12.4,",,a,09,",28.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,ASN00057107,1977-09,-30.9678,151.8307,1310.0,"WALCHA ROWLEYS CREEK, AS",10.0,",a",5.0,",a",0.0,",a",19770908.0,",,a",12.0,",,a,08,",48.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,ASN00057109,1978-12,-31.0567,151.7865,1025.0,"WALCHA FALLS VIEW, AS",12.0,",a",8.0,",a",2.0,",a",19781223.0,",,a",44.4,",,a,23,",154.6,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,ASN00057114,2000-12,-29.1967,152.595,,"BARYULGIL CLARENCE RIVER, AS",6.0,"1,a",5.0,"1,a",2.0,"1,a",20001230.0,",1,a",78.8,"1,,a,30,",166.8,"1,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,ASN00057117,1994-03,-30.7141,152.1978,175.0,"GEORGES CREEK MURRUNGI, AS",15.0,",a",10.0,",a",1.0,",a",19940301.0,",,a",35.2,",,a,01,",149.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,ASN00057118,1985-05,-29.7639,152.2583,310.0,"NEWTON BOYD ROMSEY, AS",13.0,",a",9.0,",a",1.0,",a",19850503.0,",,a",26.0,",,a,03,",74.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,ASN00057119,1750-03,-30.889,151.8547,1082.0,"WALCHA KARORI, AS",12.0,"2,a",6.0,"2,a",1.0,"2,a",17500307.0,",2,a",28.2,"2,,a,07,",66.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,ASN00057120,1987-07,-29.1961,152.72,270.0,"BARYULGIL MOOKIMA, AS",7.0,",a",3.0,",a",0.0,",a",19870728.0,",,a",7.0,",,a,28,",20.2,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,ASN00057121,1987-05,-28.9759,152.7101,215.0,"MALLANGANEE HEREFORD HILLS, AS",11.0,",a",11.0,",a",2.0,",a",19870510.0,",,a",87.2,",,a,10,",198.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,ASN00057122,1989-01,-30.7775,152.33,130.0,"COMARA MCGEES FLAT, AS",18.0,",a",15.0,",a",3.0,",a",19890129.0,",,a",33.5,",,a,29,",210.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,ASN00057123,1750-03,-29.7603,152.2057,325.0,"NEWTON BOYD ABBEY GREEN, AS",9.0,"4,a",6.0,"4,a",0.0,"4,a",17500312.0,",4,a",23.4,"4,,a,12,",61.2,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,ASN00057124,1750-03,-30.4833,152.398,1550.0,"POINT LOOKOUT, AS",20.0,"4,a",11.0,"4,a",3.0,"4,a",17500311.0,",4,a",33.6,"4,,a,11,",171.0,"4,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,ASN00057125,1750-03,-30.3969,152.358,1305.0,"EBOR PLEASANT VIEW, AS",16.0,"2,a",9.0,"2,a",1.0,"2,a",17500313.0,",2,a",37.0,"2,,a,13,",86.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,ASN00057126,1995-01,-30.4226,152.3103,1275.0,"GUY FAWKES KANGAROO CREEK, AS",,,,,,,,,,,102.6,",a,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,ASN00057127,1997-06,-28.989,152.5922,150.0,"TABULAM CLARENCE WAY, AS",11.0,",a",5.0,",a",0.0,",a",19970616.0,",,a",8.6,",,a,16,",36.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,ASN00058000,1903-11,-28.85,153.45,160.0,"ALSTONVILLE POST OFFICE, AS",13.0,",a",11.0,",a",2.0,",a",19031107.0,",,a",118.9,",,a,07,",255.5,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,ASN00058001,1892-07,-28.8528,153.5691,3.0,"BALLINA CROWLEY VILLAGE, AS",12.0,",a",6.0,",a",1.0,",a",18920715.0,",,a",29.2,",,a,15,",82.7,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,ASN00058002,1900-01,-28.6833,153.5333,46.0,"BANGALOW MOTEL, AS",12.0,",a",6.0,",a",0.0,",a",19000111.0,",,a",14.2,",,a,11,",47.1,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,ASN00058003,1940-01,-29.35,152.9833,80.0,"BANYABBA STATE FOREST, AS",12.0,",a",8.0,",a",1.0,",a",19400131.0,",,a",42.7,",,a,31,",106.8,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,ASN00058004,1936-03,-28.7856,152.7683,195.0,"MUMMULGUM BINGEEBEEBRA, AS",19.0,",a",13.0,",a",3.0,",a",19360303.0,",,a",99.8,",,a,03,",259.4,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,ASN00058005,1750-03,-28.3981,153.1731,130.0,"BRAYS CREEK MISTY MOUNTAIN, AS",12.0,"2,a",8.0,"2,a",2.0,"2,a",17500316.0,",2,a",40.0,"2,,a,16,",147.0,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,ASN00058006,1750-03,-29.5665,153.0811,8.0,"BRUSHGROVE POST OFFICE, AS",13.0,"3,a",7.0,"3,a",0.0,"3,a",17500312.0,",3,a",22.0,"3,,a,12,",77.6,"3,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,ASN00058007,1750-03,-28.6369,153.588,3.0,"BYRON BAY JACARANDA DRIVE, AS",10.0,"2,a",9.0,"2,a",4.0,"2,a",17500311.0,",2,a",48.2,"2,,a,11,",224.8,"2,,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,ASN00058008,1911-02,-29.6167,153.0667,3.0,"CALLIOPE PUBLIC SCHOOL, AS",17.0,",a",14.0,",a",1.0,",a",19110222.0,",,a",35.1,",,a,22,",163.0,",,,a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
