,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DYSD,DYSD_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYSN,DYSN_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,AWND,AWND_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES
7842,BR000343009,1984-05,-3.63,-43.11,0.0,"MATA ROMA, BR",17.0,",I",14.0,",I",3.0,",I",19840517.0,",,I",80.0,",,I,17,",318.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7843,BR000343010,1984-09,-3.93,-43.5,0.0,"BREJO DO MEIO, BR",2.0,",I",2.0,",I",1.0,",I",19840901.0,",,I",33.6,",,I,01,",42.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7844,BR000343011,1984-09,-3.04,-43.24,0.0,"GONCALO, BR",6.0,",I",4.0,",I",0.0,",I",19840913.0,",,I",15.3,",,I,13,",29.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7845,BR000344004,1968-06,-3.63,-44.38,0.0,"CANTANHEDE, BR",3.0,",I",2.0,",I",0.0,",I",19680607.0,",,I",8.0,",,I,07,",15.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7846,BR000344007,1972-02,-3.71,-44.29,32.0,"PIRITORO, BR",15.0,",I",13.0,",I",2.0,",I",19720213.0,",,I",36.0,",,I,13,",186.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7847,BR000344008,1979-08,-3.94,-44.02,32.0,"PEDRAS, BR",8.0,",I",4.0,",I",0.0,",I",19790824.0,",,I",25.0,",,I,24,",58.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7848,BR000344010,1983-02,-2.93,-44.06,0.0,"PRESIDENTE JUSCELINO, BR",15.0,",I",12.0,",I",2.0,",I",19830213.0,",,I",53.2,",,I,13,",251.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7849,BR000344011,1983-02,-3.98,-44.47,0.0,"SAO MATEUS DO MARANHAO, BR",12.0,",I",10.0,",I",0.0,",I",19830218.0,"+,,I",25.0,",,I,18,+",116.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,BR000344012,1984-05,-3.57,-44.58,0.0,"MIRANDA, BR",18.0,",I",16.0,",I",3.0,",I",19840516.0,",,I",49.4,",,I,16,",276.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7851,BR000344013,1984-09,-3.77,-44.83,0.0,"LAGO ACU, BR",7.0,",I",6.0,",I",2.0,",I",19840925.0,"+,,I",25.5,",,I,25,+",66.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7852,BR000345000,1970-02,-3.77,-45.22,70.0,"ARATOI GRANDE, BR",13.0,",I",12.0,",I",2.0,",I",19700221.0,",,I",39.3,",,I,21,",200.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7853,BR000345006,1972-02,-3.66,-45.44,23.0,"PINDARE MIRIM, BR",13.0,",I",10.0,",I",3.0,",I",19720229.0,",,I",39.0,",,I,29,",186.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7854,BR000345012,1983-02,-3.4,-45.01,0.0,"BOA VISTA DO PINDARE, BR",15.0,",I",15.0,",I",3.0,",I",19830206.0,",,I",99.0,",,I,06,",301.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7855,BR000345013,1984-05,-3.42,-45.67,0.0,"NEWTON BELO, BR",18.0,",I",16.0,",I",2.0,",I",19840516.0,",,I",75.0,",,I,16,",241.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,BR000346001,1981-01,-3.35,-46.88,0.0,"FAZENDA RURAL ZEBU, BR",16.0,"4,I",13.0,"4,I",2.0,"4,I",19810125.0,",4,I",47.6,"4,,I,25,",155.1,"4,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7857,BR000346002,1984-05,-4.23,-46.18,0.0,"TUCUMA, BR",12.0,",I",11.0,",I",1.0,",I",19840516.0,",,I",32.0,",,I,16,",156.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7858,BR000347000,1981-07,-3.01,-47.34,0.0,"PARAGOMINAS, BR",5.0,",I",2.0,",I",0.0,",I",19810720.0,",,I",13.6,",,I,20,",20.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7859,BR000347001,1980-07,-3.74,-47.5,0.0,"GURUPIZINHO, BR",0.0,",I",0.0,",I",0.0,",I",19800731.0,"+,,I",0.0,",,I,31,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7860,BR000347002,1982-05,-3.45,-47.47,0.0,"FAZ.PLANALTO EX.RANCHO GRANDE, BR",5.0,",I",4.0,",I",0.0,",I",19820504.0,",,I",17.8,",,I,04,",42.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7861,BR000348000,1977-07,-3.5,-48.83,0.0,"TAUIRI, BR",8.0,",I",6.0,",I",0.0,",I",19770718.0,",,I",16.2,",,I,18,",47.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7862,BR000348001,1982-11,-3.16,-48.1,0.0,"FAZENDA MARINGA, BR",5.0,",I",5.0,",I",2.0,",I",19821128.0,",,I",58.0,",,I,28,",142.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7863,BR000349001,1982-10,-3.51,-49.21,0.0,"CACHOEIRA TRACAMBEUA, BR",6.0,",I",3.0,",I",0.0,",I",19821029.0,",,I",14.0,",,I,29,",42.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7864,BR000349002,1985-04,-3.83,-49.1,0.0,"GOIANESIA, BR",20.0,",I",16.0,",I",5.0,",I",19850416.0,",,I",70.3,",,I,16,",372.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7865,BR000350000,1977-12,-3.85,-50.46,0.0,"FAZENDA ESTRELA DO NORTE, BR",18.0,",I",2.0,",I",0.0,",I",19771209.0,",,I",8.7,",,I,09,",27.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7866,BR000351000,1977-12,-3.42,-51.26,0.0,"GRANJA GAZELA, BR",17.0,",I",11.0,",I",0.0,",I",19771229.0,",,I",24.2,",,I,29,",115.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7867,BR000351002,1981-03,-3.72,-51.57,0.0,"FAZENDA CIPAUBA, BR",15.0,",I",11.0,",I",3.0,",I",19810324.0,",,I",84.6,",,I,24,",215.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7868,BR000352000,1968-06,-3.2,-52.2,112.0,"ALTAMIRA, BR",9.0,"4,I",6.0,"4,I",0.0,"4,I",19680611.0,",4,I",10.0,"4,,I,11,",43.4,"4,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7869,BR000352004,1977-03,-3.92,-52.88,0.0,"KARARAO, BR",30.0,",I",27.0,",I",6.0,",I",19770306.0,",,I",100.0,",,I,06,",468.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7870,BR000352005,1982-03,-3.62,-52.54,0.0,"BRASIL NOVO, BR",26.0,",I",17.0,",I",4.0,",I",19820326.0,",,I",66.1,",,I,26,",372.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,BR000353000,1978-01,-3.68,-53.55,0.0,"URUARA, BR",21.0,",I",18.0,",I",2.0,",I",19780117.0,",,I",43.3,",,I,17,",264.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,BR000354000,1977-12,-3.89,-54.31,0.0,"SITIO SAO PEDRO, BR",16.0,"5,I",14.0,"5,I",1.0,"5,I",19771213.0,",5,I",49.2,"5,,I,13,",199.9,"5,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,BR000356002,1986-05,-3.23,-56.59,0.0,"GUARIBA, BR",19.0,",I",11.0,",I",3.0,",I",19860506.0,",,I",33.8,",,I,06,",160.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7874,BR000357001,1984-01,-3.4,-57.72,0.0,"MAUES, BR",16.0,",I",13.0,",I",2.0,",I",19840101.0,",,I",30.8,",,I,01,",190.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7875,BR000357002,1984-01,-3.82,-57.18,0.0,"VERA CRUZ, BR",13.0,",I",13.0,",I",3.0,",I",19840130.0,",,I",38.9,",,I,30,",249.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7876,BR000357003,1989-03,-3.9,-57.5,0.0,"MUCAJA, BR",21.0,",I",17.0,",I",5.0,",I",19890329.0,",,I",58.0,",,I,29,",338.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7877,BR000358002,1977-12,-2.91,-59.04,0.0,"BALSA DO RIO URUBU, BR",17.0,",I",13.0,",I",1.0,",I",19771211.0,",,I",25.5,",,I,11,",160.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7878,BR000358003,1984-01,-3.82,-58.29,0.0,"OSORIO FONSECA, BR",18.0,",I",14.0,",I",2.0,",I",19840111.0,",,I",77.7,",,I,11,",219.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,BR000359001,1980-07,-3.88,-59.09,0.0,"NOVA OLINDA DO NORTE, BR",12.0,",I",9.0,",I",2.0,",I",19800701.0,",,I",61.6,",,I,01,",179.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7880,BR000359004,1995-04,-3.58,-59.13,0.0,"AUTAZES, BR",17.0,",I",13.0,",I",2.0,",I",19950426.0,",,I",29.1,",,I,26,",199.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881,BR000360001,1972-07,-3.31,-60.61,0.0,"MANACAPURU, BR",8.0,",I",5.0,",I",0.0,",I",19720709.0,",,I",10.8,",,I,09,",33.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,BR000361000,1980-07,-3.89,-61.37,0.0,"BERURI, BR",4.0,"3,I",3.0,"3,I",0.0,"3,I",19800708.0,",3,I",12.1,"3,,I,08,",31.6,"3,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7883,BR000361001,1982-07,-3.33,-61.21,0.0,"CAAPIRANGA, BR",9.0,",I",9.0,",I",0.0,",I",19820706.0,",,I",21.7,",,I,06,",112.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7884,BR000361002,1994-09,-3.58,-61.38,0.0,"ANAMA, BR",7.0,"1,I",5.0,"1,I",0.0,"1,I",19940904.0,",1,I",15.0,"1,,I,04,",51.7,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7885,BR000362002,1982-06,-3.42,-62.68,0.0,"BADAJOS, BR",10.0,"3,I",7.0,"3,I",2.0,"3,I",19820620.0,",3,I",34.9,"3,,I,20,",130.7,"3,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7886,BR000363000,1980-12,-3.88,-63.79,0.0,"BARRO ALTO, BR",9.0,",I",7.0,",I",2.0,",I",19801221.0,",,I",96.6,",,I,21,",213.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7887,BR000366000,1977-12,-3.64,-66.1,0.0,"FORTE DAS GRACAS, BR",22.0,"1,I",15.0,"1,I",4.0,"1,I",19771204.0,",1,I",120.6,"1,,I,04,",394.4,"1,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7888,BR000367000,1972-07,-3.08,-67.93,0.0,"SANTO ANTONIO DO ICA PCD, BR",26.0,",I",22.0,",I",3.0,",I",19720728.0,",,I",38.6,",,I,28,",289.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7889,BR000368001,1972-06,-3.45,-68.8,0.0,"SAO PAULO DE OLIVENCA PCD, BR",15.0,"3,I",12.0,"3,I",1.0,"3,I",19720608.0,",3,I",33.8,"3,,I,08,",151.5,"3,,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7890,BR000369000,1982-09,-3.57,-69.37,0.0,"SANTA RITA DO WEIL, BR",15.0,",I",8.0,",I",1.0,",I",19820930.0,",,I",52.4,",,I,30,",125.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7891,BR000438011,1916-04,-4.12,-38.58,59.0,"BAU, BR",18.0,",I",16.0,",I",4.0,",I",19160425.0,",,I",48.3,",,I,25,",278.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,BR000438021,1932-01,-4.3,-38.5,42.0,"CHOROZINHO, BR",6.0,",I",4.0,",I",1.0,",I",19320129.0,",,I",34.0,",,I,29,",63.8,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7893,BR000438022,1932-01,-4.5,-38.36,50.0,"CRISTAIS, BR",8.0,",I",3.0,",I",0.0,",I",19320130.0,",,I",24.5,",,I,30,",43.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7894,BR000438061,1992-09,-4.66,-38.94,0.0,"CAIO PRADO, BR",1.0,",I",0.0,",I",0.0,",I",19920908.0,",,I",1.0,",,I,08,",1.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7895,BR000440005,1962-01,-4.42,-40.91,820.0,"CROATA, BR",5.0,",I",4.0,",I",2.0,",I",19620123.0,",,I",48.6,",,I,23,",104.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7896,BR000440042,1993-01,-4.38,-40.55,0.0,"FAZENDA CAJAZEIRAS, BR",1.0,",I",1.0,",I",0.0,",I",19930118.0,",,I",15.0,",,I,18,",15.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7897,BR000440043,1992-09,-4.09,-40.13,0.0,"FAZENDA PARANA, BR",0.0,",I",0.0,",I",0.0,",I",19920930.0,"+,,I",0.0,",,I,30,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7898,BR000442005,1967-10,-4.41,-42.19,43.0,"FAZENDA ALEGRIA, BR",0.0,",I",0.0,",I",0.0,",I",19671031.0,"+,,I",0.0,",,I,31,+",0.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,BR000442010,1962-11,-4.17,-42.89,50.0,"MIGUEL ALVES, BR",6.0,",I",4.0,",I",0.0,",I",19621121.0,",,I",22.6,",,I,21,",53.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,BR000442013,1984-05,-4.15,-42.95,120.0,"DUQUE BACELAR, BR",14.0,",I",12.0,",I",4.0,",I",19840503.0,",,I",41.2,",,I,03,",250.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7901,BR000443006,1968-06,-4.46,-43.88,0.0,"CODO, BR",5.0,",I",1.0,",I",0.0,",I",19680627.0,",,I",4.2,",,I,27,",8.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7902,BR000443007,1972-02,-4.47,-43.93,82.0,"FAZENDA SOBRAL, BR",10.0,",I",9.0,",I",4.0,",I",19720217.0,",,I",72.0,",,I,17,",249.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7903,BR000443011,1983-02,-4.42,-43.65,140.0,"PALMEIRA DO NORTE, BR",11.0,",I",10.0,",I",1.0,",I",19830204.0,",,I",54.0,",,I,04,",164.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7904,BR000443012,1984-05,-4.63,-43.47,80.0,"ALDEIAS ALTAS, BR",16.0,",I",12.0,",I",2.0,",I",19840505.0,",,I",34.0,",,I,05,",198.7,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7905,BR000444001,1965-10,-4.16,-44.17,34.0,"COROATA, BR",2.0,",I",0.0,",I",0.0,",I",19651028.0,",,I",1.2,",,I,28,",2.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7906,BR000444005,1968-06,-4.57,-44.6,60.0,"PEDREIRAS II, BR",5.0,",I",3.0,",I",0.0,",I",19680615.0,",,I",3.5,",,I,15,",12.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7907,BR000444008,1976-01,-5.1,-44.96,82.0,"SANTA VITORIA, BR",7.0,",I",7.0,",I",2.0,",I",19760101.0,",,I",38.1,",,I,01,",140.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,BR000444013,1984-05,-4.38,-44.33,90.0,"PIRITORO BR 316, BR",17.0,",I",13.0,",I",3.0,",I",19840525.0,",,I",31.2,",,I,25,",217.0,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7909,BR000445001,1973-01,-4.03,-45.27,0.0,"ESPERANTINA, BR",20.0,",I",16.0,",I",3.0,",I",19730112.0,",,I",61.0,",,I,12,",266.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7910,BR000445007,1983-03,-4.74,-45.18,105.0,"ANGICO, BR",15.0,",I",14.0,",I",6.0,",I",19830322.0,",,I",66.3,",,I,22,",349.2,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,BR000445008,1983-03,-4.89,-46.01,0.0,"ARAME, BR",17.0,",I",15.0,",I",4.0,",I",19830325.0,",,I",40.0,",,I,25,",253.3,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7912,BR000445009,1984-05,-4.56,-45.13,0.0,"LAGO DA PEDRA, BR",13.0,",I",12.0,",I",2.0,",I",19840523.0,",,I",36.6,",,I,23,",189.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7913,BR000445010,1984-09,-4.24,-45.36,0.0,"SAO JOAO DO GRAJAU, BR",3.0,",I",3.0,",I",0.0,",I",19840913.0,",,I",18.0,",,I,13,",24.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7914,BR000446000,1982-04,-4.3,-46.49,54.0,"PONTE BR 222, BR",16.0,",I",14.0,",I",1.0,",I",19820414.0,",,I",82.4,",,I,14,",228.6,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7915,BR000446001,1984-05,-4.41,-46.75,0.0,"FAZENDA PEDREIRAS, BR",16.0,",I",11.0,",I",0.0,",I",19840516.0,",,I",16.8,",,I,16,",100.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7916,BR000446002,1984-05,-4.7,-46.94,120.0,"VALE DO PINDARE, BR",11.0,",I",10.0,",I",0.0,",I",19840502.0,",,I",20.6,",,I,02,",74.5,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7917,BR000447001,1982-03,-4.29,-47.56,0.0,"KM ZERO PA 70, BR",24.0,",I",17.0,",I",4.0,",I",19820327.0,",,I",76.2,",,I,27,",449.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7918,BR000447002,1984-06,-4.83,-47.27,0.0,"RETA KM 32, BR",4.0,",I",2.0,",I",0.0,",I",19840610.0,",,I",21.0,",,I,10,",42.1,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7919,BR000447003,1989-10,-4.11,-47.55,0.0,"LIGACAO DO PARA, BR",3.0,",I",3.0,",I",1.0,",I",19891021.0,",,I",47.4,",,I,21,",70.4,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920,BR000448000,1980-09,-4.78,-48.06,0.0,"RONDON DO PARA, BR",1.0,",I",1.0,",I",0.0,",I",19800925.0,",,I",6.9,",,I,25,",6.9,",,,I",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
