,Unnamed: 0,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top12_Grape
94,94,-72.95833333,-38.05833333,13457,Americas,Chile,Southern Chile,pinot noir,50,CMdy,C,9,1.71,1.25,MW,1,144,,,13457,1,50,CMdy,1,,,,MW,144,17,44,36,20,9,M,1.25,1.71,2.644,5.2,2.32,13,18,31,9,6,37,27,1,0,1.6,1,1
95,95,-58.08333333,-37.85833333,12249,Americas,Argentina,Buenos Aires Province,pinot noir,50,PHlv,C,9,1.78,1.4,MW,1,177,,,12249,1,50,PHlv,1,,,,MW,177,2,33,42,25,9,M,1.4,1.78,2.2,6.1,1.96,12,19,47,16,16,82,0,1,0,0,0,1
96,96,-72.55,-36.58333333,13468,Americas,Chile,Southern Chile,cinsault,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
97,97,-72.55,-36.58333333,13468,Americas,Chile,Southern Chile,,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
98,98,-72.675,-36.58333333,13468,Americas,Chile,Southern Chile,,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
99,99,-72.66666667,-36.58333333,13468,Americas,Chile,Southern Chile,,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
100,100,-72.675,-36.58333333,13468,Americas,Chile,Southern Chile,cinsault,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
101,101,-72.66666667,-36.58333333,13468,Americas,Chile,Southern Chile,cinsault,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
102,102,-72.375,-36.54166667,13468,Americas,Chile,Southern Chile,petit verdot,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
103,103,-72.36666667,-36.54166667,13468,Americas,Chile,Southern Chile,petit verdot,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
104,104,-72.29166667,-35.95833333,13468,Americas,Chile,Southern Chile,pinot noir,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,1
105,105,-72.25833333,-35.7,13468,Americas,Chile,Aconcagua,pinot noir,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,1
106,106,-71.89166667,-34.68333333,13468,Americas,Chile,Central Valley,carignan,50,ALha,C,9,1.69,1.47,MW,1,163,,,13468,1,50,ALha,1,,,,MW,163,11,40,41,19,9,M,1.47,1.69,2.037,5.3,1.54,14,11,26,6,5,47,21,1,0,0.1,0,0
107,107,-71.85833333,-35.85,13451,Americas,Chile,Central Valley,carignan,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
108,108,-71.85833333,-35.85,13451,Americas,Chile,Central Valley,carinena,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
109,109,-71.85833333,-35.85,13451,Americas,Chile,Central Valley,garnacha,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
110,110,-71.85833333,-35.85,13451,Americas,Chile,Central Valley,grenache,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
111,111,-71.85833333,-35.85,13451,Americas,Chile,Central Valley,syrah,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
112,112,-71.275,-35.7,13451,Americas,Chile,Central Valley,merlot,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
113,113,-71.275,-35.7,13451,Americas,Chile,Central Valley,cabernet franc,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
114,114,-71.275,-35.7,13451,Americas,Chile,Central Valley,cabernet sauvignon,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
115,115,-71.275,-35.7,13451,Americas,Chile,Central Valley,pinot noir,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
116,116,-71.99166667,-35.56666667,13451,Americas,Chile,Central Valley,cabernet sauvignon,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
117,117,-71.99166667,-35.575,13451,Americas,Chile,Central Valley,cabernet sauvignon,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
118,118,-71.99166667,-35.56666667,13451,Americas,Chile,Central Valley,malbec,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
119,119,-71.99166667,-35.575,13451,Americas,Chile,Central Valley,malbec,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
120,120,-71.99166667,-35.56666667,13451,Americas,Chile,Central Valley,carmenere,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
121,121,-71.99166667,-35.575,13451,Americas,Chile,Central Valley,carmenere,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,0
122,122,-71.99166667,-35.56666667,13451,Americas,Chile,Central Valley,syrah,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
123,123,-71.99166667,-35.575,13451,Americas,Chile,Central Valley,syrah,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
124,124,-71.99166667,-35.56666667,13451,Americas,Chile,Central Valley,merlot,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
125,125,-71.99166667,-35.575,13451,Americas,Chile,Central Valley,merlot,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
126,126,-71.3,-35.09166667,13451,Americas,Chile,Southern Chile,pinot noir,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
127,127,-71.04166667,-34.65833333,13451,Americas,Chile,Coquimbo,syrah,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
128,128,-71.35833333,-34,13451,Americas,Chile,Aconcagua,pinot noir,60,LVcr,C,5,1.84,1.45,MW,1,170,,,13451,1,60,LVcr,1,,,,MW,170,11,37,33,30,5,M,1.45,1.84,1.743,6.5,1.49,12,18,46,17,16,78,0,1,0,0.1,1,1
129,129,-71.26666667,-35.7,13413,Americas,Chile,Central Valley,merlot,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
130,130,-71.26666667,-35.7,13413,Americas,Chile,Central Valley,cabernet franc,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
131,131,-71.26666667,-35.7,13413,Americas,Chile,Central Valley,cabernet sauvignon,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
132,132,-71.26666667,-35.7,13413,Americas,Chile,Central Valley,pinot noir,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
133,133,-70.5,-30.21666667,13413,Americas,Chile,Coquimbo,malbec,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
134,134,-70.5,-30.225,13413,Americas,Chile,Coquimbo,malbec,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
135,135,-70.5,-30.21666667,13413,Americas,Chile,Coquimbo,syrah,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
136,136,-70.5,-30.225,13413,Americas,Chile,Coquimbo,syrah,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
137,137,-70.5,-30.21666667,13413,Americas,Chile,Coquimbo,grenache,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
138,138,-70.5,-30.225,13413,Americas,Chile,Coquimbo,grenache,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
139,139,-70.5,-30.21666667,13413,Americas,Chile,Coquimbo,petit sirah,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
140,140,-70.5,-30.225,13413,Americas,Chile,Coquimbo,petit sirah,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,0
141,141,-70.8,-30.03333333,13413,Americas,Chile,Coquimbo,syrah,60,LPeu,C,9,1.81,1.29,I,3,31,,,13413,1,60,LPeu,3,,,,I,31,19,41,32,27,9,M,1.29,1.81,1.597,6.7,1.87,10,19,65,20,19,85,0,4,0,0.3,1,1
142,142,-71.69166667,-35.53333333,13411,Americas,Chile,Central Valley,malbec,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
143,143,-71.85833333,-35.45,13411,Americas,Chile,Central Valley,malbec,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
144,144,-71.25833333,-34.53333333,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
145,145,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
146,146,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
147,147,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
148,148,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
149,149,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,cabernet franc,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
150,150,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,cabernet franc,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
151,151,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,merlot,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
152,152,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,merlot,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
153,153,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,syrah,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
154,154,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,syrah,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
155,155,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
156,156,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
157,157,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
158,158,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
159,159,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,syrah,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
160,160,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,syrah,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
161,161,-71.225,-34.49166667,13411,Americas,Chile,Central Valley,merlot,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
162,162,-71.21666667,-34.49166667,13411,Americas,Chile,Central Valley,merlot,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
163,163,-71.34166667,-34.40833333,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
164,164,-71.34166667,-34.40833333,13411,Americas,Chile,Central Valley,syrah,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
165,165,-71.24166667,-34.33333333,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
166,166,-70.80833333,-34.31666667,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
167,167,-70.7,-34.3,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
168,168,-70.9,-33.75,13411,Americas,Chile,Central Valley,malbec,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
169,169,-70.9,-33.75,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
170,170,-70.78333333,-33.74166667,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
171,171,-70.78333333,-33.74166667,13411,Americas,Chile,Central Valley,cabernet franc,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
172,172,-70.78333333,-33.74166667,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
173,173,-70.78333333,-33.74166667,13411,Americas,Chile,Central Valley,petit verdot,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
174,174,-70.78333333,-33.74166667,13411,Americas,Chile,Central Valley,syrah,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
175,175,-70.9,-33.73333333,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
176,176,-70.9,-33.73333333,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
177,177,-70.9,-33.73333333,13411,Americas,Chile,Central Valley,cabernet franc,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
178,178,-70.68333333,-33.71666667,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
179,179,-70.68333333,-33.725,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
180,180,-70.675,-33.7,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
181,181,-70.66666667,-33.7,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
182,182,-70.58333333,-33.66666667,13411,Americas,Chile,Southern Chile,pinot noir,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
183,183,-70.58333333,-33.675,13411,Americas,Chile,Southern Chile,pinot noir,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
184,184,-70.89166667,-33.65,13411,Americas,Chile,Central Valley,cabernet sauvignon,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,1
185,185,-70.89166667,-33.65,13411,Americas,Chile,Central Valley,carmenere,70,CLpt,C,9,1.77,1.42,MW,1,129,,,13411,1,70,CLpt,1,,,,MW,129,18,40,36,24,9,M,1.42,1.77,1.178,8,0.88,9,21,61,32,32,100,0,5,27.3,0.3,0,0
