,Unnamed: 0,Longitude,Latitude,Soil Mapping Unit,Continent,Country,Region Lv1,Grape_Variety,SHARE_x,WRB4_x,KOPPEN,TEXTURE_USDA_x,REF_BULK_DENSITY,BULK_DENSITY,DRAINAGE_x,ROOT_DEPTH_x,AWC_x,ROOTS_x,IL_x,HWSD2_SMU_ID_y,SEQUENCE,SHARE_y,WRB4_y,ROOT_DEPTH_y,ROOTS_y,IL_y,SWR,DRAINAGE_y,AWC_y,COARSE,SAND,SILT,CLAY,TEXTURE_USDA_y,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND,Top12_Grape
1460,1460,10.875,45.54166667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1461,1461,10.88333333,45.54166667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1462,1462,10.875,45.54166667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1463,1463,10.88333333,45.54166667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1464,1464,11.01666667,45.51666667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1465,1465,11.01666667,45.51666667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1466,1466,10.89166667,45.54166667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1467,1467,10.89166667,45.54166667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1468,1468,10.95,45.525,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1469,1469,10.95,45.51666667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1470,1470,10.95,45.525,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1471,1471,10.95,45.51666667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1472,1472,10.875,45.54166667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1473,1473,10.88333333,45.54166667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1474,1474,10.875,45.54166667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1475,1475,10.88333333,45.54166667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1476,1476,10.85,45.63333333,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1477,1477,10.85,45.63333333,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1478,1478,10.85833333,45.53333333,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1479,1479,10.85833333,45.53333333,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1480,1480,10.86666667,45.53333333,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1481,1481,10.86666667,45.53333333,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1482,1482,11.125,45.48333333,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1483,1483,11.13333333,45.48333333,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1484,1484,11.125,45.48333333,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1485,1485,11.13333333,45.48333333,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1486,1486,10.91666667,45.5,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1487,1487,10.91666667,45.5,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1488,1488,10.86666667,45.575,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1489,1489,10.86666667,45.56666667,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1490,1490,10.86666667,45.575,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1491,1491,10.86666667,45.56666667,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1492,1492,10.91666667,45.5,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1493,1493,10.91666667,45.5,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1494,1494,10.91666667,45.5,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1495,1495,10.91666667,45.5,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1496,1496,10.95,45.53333333,9832,Europe,Italy,Veneto,corvina,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1497,1497,10.95,45.53333333,9832,Europe,Italy,Veneto,rondinella,45,CMeu,C,9,1.71,1.41,MW,3,40,1,1,9832,1,45,CMeu,3,1,1,,MW,40,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
1498,1498,9.325,45.05833333,9852,Europe,Italy,Lombardy,croatina,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,0
1499,1499,9.333333333,45.05833333,9852,Europe,Italy,Lombardy,croatina,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,0
1500,1500,8.008333333,44.8,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1501,1501,7.958333333,44.825,9852,Europe,Italy,Piedmont,barbera,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,0
1502,1502,7.958333333,44.81666667,9852,Europe,Italy,Piedmont,barbera,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,0
1503,1503,8.358333333,45.625,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1504,1504,8.358333333,45.625,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1505,1505,8.341666667,45.59166667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1506,1506,8.341666667,45.59166667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1507,1507,8.358333333,45.625,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1508,1508,8.425,45.6,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1509,1509,8.433333333,45.6,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1510,1510,8.425,45.6,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1511,1511,8.433333333,45.6,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1512,1512,8.425,45.59166667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1513,1513,8.433333333,45.59166667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1514,1514,8.4,45.63333333,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1515,1515,8.425,45.575,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1516,1516,8.433333333,45.575,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1517,1517,8.425,45.56666667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1518,1518,8.433333333,45.56666667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1519,1519,8.416666667,45.59166667,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1520,1520,8.425,45.6,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1521,1521,8.433333333,45.6,9852,Europe,Italy,Piedmont,nebbiolo,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1522,1522,8.708333333,44.725,9852,Europe,Italy,Piedmont,dolcetto,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,0
1523,1523,8.708333333,44.71666667,9852,Europe,Italy,Piedmont,dolcetto,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,0
1524,1524,8.6,39,9852,Europe,Italy,Sardinia,grenache,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1525,1525,11.29166667,44.025,9852,Europe,Italy,Tuscany,sangiovese,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1526,1526,11.29166667,44.01666667,9852,Europe,Italy,Tuscany,sangiovese,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1527,1527,11.21666667,43.99166667,9852,Europe,Italy,Tuscany,cabernet sauvignon,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1528,1528,11.21666667,43.99166667,9852,Europe,Italy,Tuscany,merlot,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1529,1529,11.21666667,43.99166667,9852,Europe,Italy,Tuscany,sangiovese,50,LVgl,C,7,1.67,1.52,P,1,179,1,2,9852,1,50,LVgl,1,1,2,2,P,179,3,31,51,18,7,M,1.52,1.67,1.384,5.7,1.25,12,14,44,10,9,73,9,2,0,0.1,0,1
1530,1530,9.166666667,44.98333333,9823,Europe,Italy,Lombardy,pinot noir,35,RGca,C,9,1.77,1.49,MW,1,160,1,2,9823,1,35,RGca,1,1,2,1,MW,160,16,44,32,24,9,M,1.49,1.77,0.9069999,7.9,0.89,9,16,61,29,29,97,0,3,10.1,2.9,1,1
1531,1531,13.60833333,43.48333333,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1532,1532,13.59166667,43.45,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1533,1533,13.55,43.525,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1534,1534,13.55,43.51666667,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1535,1535,13.51666667,43.525,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1536,1536,13.51666667,43.51666667,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1537,1537,13.775,43.075,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1538,1538,13.78333333,43.075,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1539,1539,13.775,43.06666667,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1540,1540,13.775,43.075,9840,Europe,Italy,Marche,sangiovese,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1541,1541,13.78333333,43.075,9840,Europe,Italy,Marche,sangiovese,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1542,1542,13.775,43.06666667,9840,Europe,Italy,Marche,sangiovese,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1543,1543,13.75,43.09166667,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1544,1544,13.75,43.09166667,9840,Europe,Italy,Marche,sangiovese,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1545,1545,13.825,43.09166667,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1546,1546,13.83333333,43.09166667,9840,Europe,Italy,Marche,montepulciano,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1547,1547,13.825,43.09166667,9840,Europe,Italy,Marche,sangiovese,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1548,1548,13.83333333,43.09166667,9840,Europe,Italy,Marche,sangiovese,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,1
1549,1549,8.041666667,44.70833333,9840,Europe,Italy,Piedmont,barbera,50,CMeu,C,9,1.71,1.41,MW,1,150,1,1,9840,1,50,CMeu,1,1,1,2,MW,150,13,40,40,20,9,M,1.41,1.71,1.562,6.4,1.41,11,16,54,15,14,82,0,2,0,1.6,2,0
